year,quarter,ticker,(-)cir              ,(-)cof                ,(-)cost/income      ,(-)gaindex            ,(-)lib/equity      ,(-)ltd             ,(-)npl                ,(-)operexp/income   ,asset_            ,casa                ,curdep_ratio        ,dgc                ,efficiency          ,equity/asset        ,equity/lib          ,equity/loans       ,equity_          ,income          ,int/loans           ,liquidity          ,loans/asset           ,lroa               ,net_int/loans        ,nim                   ,nonintinc/intinc     ,preprovsnroa          ,preprovsnroe         ,provsn/loans           ,reserve/loans        ,reserve/npl        ,roa                    ,roe                   ,rold                  ,savingdep_ratio       ,yoea
2018,2      ,ABB   ,-0.7800826888516179 ,-0.010304580188050442 ,-0.5585379905891019 ,-0.0044145884027215745,-12.481092716718319,-0.8281557143138502,-0.02158237299685591  ,-0.2477339933919367 ,88586215000000.0  ,0.19094175036791675 ,0.19094175035112496 ,0.4706099799953089 ,1.2995790924493769  ,0.07417796324179783 ,0.08012118992277882 ,0.14138374387037753,6571145000000.0  ,1614302961864.0 ,0.028903665146306785,0.4416808520799897 ,0.5246569457787535    ,0.40891786606979424,0.01114498347806792  ,0.006283587443046761  ,0.08864002837834647  ,0.003489239943968709  ,0.0470387671955192   ,0.002155440150221055   ,0.016690229049735664 ,0.77332687430465   ,0.0010343635149554589  ,0.013944350447905198  ,0.6038102397687768    ,1.6791800845749276e-11,0.016296005079663594
2018,2      ,ACB   ,-0.662221714322386  ,-0.011588212434791134 ,-0.38465294559046753,-0.003977280140058796 ,-15.920716865882207,-0.8391059807734349,-0.007830126380384635 ,-0.1790591333799544 ,309968108000000.0 ,0.8520110484077413  ,0.1535701267675943  ,0.13562313503303391,2.0741184548021865  ,0.05909915093587628 ,0.06281124200776292 ,0.08256898672264282,18318852000000.0 ,7105513000000.0 ,0.026161382814306803,0.1313110533016412 ,0.71575482855804      ,0.12355068154301861,0.011215401054632498 ,0.008440751476827565  ,0.15822650508668298  ,0.006362638442791024  ,0.10766040361044459  ,0.0014030666114309232  ,0.010874151614723748 ,1.3887581229805877 ,0.00425176966915577    ,0.07194299075073045   ,0.7856930658069552    ,0.698440921640147     ,0.019689151511394366
2018,2      ,BAB   ,-0.8179338267384163 ,-0.016965957760241308 ,-0.42289273915252756,-0.0027533803757388356,-12.365427490420586,-0.8383445744703895,-0.007323174702669978 ,-0.12469346965639372,89772195000000.0  ,0.011615078994197076,0.01161507897901476 ,0.33700357131675435,1.8929756714110264  ,0.07481990386889838 ,0.08087063716759435 ,0.11271677925371969,6716747000000.0  ,1984306000000.0 ,0.03060500849535925 ,0.32412602241336413,0.6637867437684909    ,0.2998749445749878 ,0.007590352228114731 ,0.005300578792556591  ,0.0529751982065239   ,0.003757444050465737  ,0.05021984600581204  ,0.0019018085926514048  ,0.011879406543353972 ,1.6221662087376971 ,0.0020063561997119487  ,0.026815808307205855  ,0.7459726372263219    ,1.518231592990531e-11 ,0.021372428327586096
2018,2      ,BID   ,-0.72388726793624   ,-0.01170362094763988  ,-0.3940268347837084 ,-0.003331142364123534 ,-22.839645707591394,-0.9776956125614583,-0.014893717449722298 ,-0.17299145123686457,1268266720000000.0,0.1701296065863998  ,0.17012960658536305 ,0.2556648783736959 ,1.7452729645636045  ,0.041946932109044065,0.04378351629454664 ,0.0572554161564306 ,53199898000000.0 ,26499506000000.0,0.02385727774710302 ,0.234722239827564  ,0.732628193539605     ,0.2248763619690344 ,0.008931968592339187 ,0.0067921226838353905 ,0.11760234207732484  ,0.005122957890119517  ,0.1221295010753592   ,0.004318591675582923   ,0.012730960988930187 ,0.8547873310949351 ,0.0015653552747958252  ,0.037317515157641847  ,0.8329345794923344    ,1.0367604526945677e-12,0.01814175180817813
2018,2      ,BVB   ,-0.8804978092070538 ,-0.013810700787420664 ,-0.6557569796125383 ,-0.0041443438846231525,-11.181467811912915,-0.8394881881668623,-3.0                  ,-0.21702268376905418,41180463000000.0  ,2.0                 ,1.0                 ,0.3147594922285197 ,1.2837324847875844  ,0.08209191334249934 ,0.0894336966149099  ,3380583000.0       ,3380583000000.0  ,786245000000.0  ,738746000.0         ,0.30940180236021914,2.4283359805838024e-11,0.2840024164128509 ,225589000.0          ,0.0059846879490712    ,0.0193537805478104   ,0.0021755947717246402 ,0.026501937683529736 ,117935000.0            ,269881001.0          ,89960333.66666667  ,-0.0005895756927259414 ,-0.0071818973236273155,2.6913214678345822e-11,1.0                   ,0.01959831500482981
2018,2      ,CTG   ,-0.7459620919951742 ,-0.011036306810880556 ,-0.43087052678515453,-0.0032130435136386126,-15.755969827253313,-1.000567260074331 ,-0.012941734387005119 ,-0.18325370347886627,1140117457000000.0,0.13500001300491365 ,0.13500001300374057 ,0.2361226668582519 ,1.6414884022662497  ,0.05968022205277048 ,0.0634680067913234  ,0.07842913308601503,68042463000000.0 ,21538195000000.0,0.021339498396188625,0.21734676426936603,0.7609445585394629    ,0.2043754611153191 ,0.008306987072196539 ,0.006659536571367005  ,0.08419837707429073  ,0.004244053952767429  ,0.0711132399778062   ,0.0029977955283929784  ,0.014390776589463045 ,1.1119666158434622 ,0.0015896072714900987  ,0.026635411478270563  ,0.8791479051011443    ,1.1730934192745013e-12,0.01710742640489852
2018,2      ,EIB   ,-0.8358574037755706 ,-0.012562502132823596 ,-0.6259136747264005 ,-0.004345301594114247 ,-8.80032698717748  ,-0.8870424152561599,-0.02198819125191675  ,-0.2330295939965639 ,146794874000000.0 ,0.8011574320810266  ,0.12819988428743379 ,0.23416258944200966,1.2533426383956978  ,0.1020374117423201  ,0.11363214133486749 ,0.1485869042294978 ,14978569000000.0 ,2804927000000.0 ,0.024308689679448284,0.22819397798322447,0.6867187406012556    ,0.20490965509463224,0.008300502294532915 ,0.006124423389921566  ,0.09462477905507878  ,0.002597032100725806  ,0.02545176378330934  ,0.00019489758383440655 ,0.011956674635144372 ,0.5437770891729027 ,0.0019951650355311454  ,0.0195532697415888    ,0.7847548152051821    ,0.6729575477935928    ,0.017935867296755635
2018,2      ,HDB   ,-0.7100595040008953 ,-0.012874484913016798 ,-0.46532502736974624,-0.0057502971119011695,-11.502147497740483,-0.9304928892924929,-0.014306608631399868 ,-0.23613890845679628,191293246000000.0 ,0.08518660431326544 ,0.0851866043053902  ,0.3757192798822731 ,1.7743006058841595  ,0.07998625837526956 ,0.08694028660269251 ,0.12714869098017034,15300831000000.0 ,4681702000000.0 ,0.03392151976348836 ,0.32723189803378744,0.6290765383321479    ,0.30105784288902704,0.015659064831615704 ,0.010438503022162171  ,0.060803488889195505 ,0.006607295481827937  ,0.08260538267496713  ,0.0020620153919175036  ,0.011408241287320384 ,0.7974105940300762 ,0.00428607395788558    ,0.05358512880770985   ,0.7850856224333975    ,7.875250860209714e-12 ,0.022612454215822544
2018,2      ,KLB   ,-0.8731635752779817 ,-0.01477506320762101  ,-0.6884687074944166 ,-0.005222476425739631 ,-9.787229212795795 ,-0.8898552004301316,-0.008886050538829533 ,-0.2490111677554614 ,39252451000000.0  ,0.9681902534032679  ,0.03007527086328468 ,0.2306724130515078 ,1.2398816573676374  ,0.09270221113071385 ,0.10217396346379656 ,0.133087183963158  ,3638789000000.0  ,831031001000.0  ,0.027921510802320863,0.22593568167744166,0.6965525031799925    ,0.2049909444126177 ,0.009071373942066521 ,0.007124512477516166  ,0.05098296939005903  ,0.0023631645320696024 ,0.025491997474984124 ,0.0006958679830248591  ,0.00873349799697477  ,0.9828323571660829 ,0.0014963142046849507  ,0.016141084300298807  ,0.7838172909832545    ,0.9381149825399833    ,0.02192910945714144
2018,2      ,LPB   ,-0.9197688148329295 ,-0.014248022810043063 ,-0.7426292558379772 ,-0.004031246177307985 ,-17.036144764926142,-0.8400430859428152,-0.010275496794933225 ,-0.23440862584179184,175833221000000.0 ,0.21568939775823373 ,0.2156893977513992  ,0.3527472543549384 ,1.339466790455507   ,0.055444221203227576,0.05869872637257643 ,0.08512490684245025,9748936000000.0  ,3439498001000.0 ,0.02996881791935322 ,0.31925487713060874,0.6513278341184456    ,0.30155403910277   ,0.00983201311440357  ,0.006796927160046788  ,0.01990387313811931  ,0.001397096627149883  ,0.025198237017865333 ,0.0011756115828996082  ,0.011552876487629508 ,1.124313180976919  ,0.0005152951159326143  ,0.009293937307620032  ,0.761900274504133     ,6.834519924457231e-12 ,0.02071761602638031
