Ticker,0% at Risk,1% at Risk,3% at Risk,5% at Risk,Group,Breakeven Price
ACB,15100,21800,23600,24550,A,24550
BAB,8400,13100,14350,15100,C,13100
BID,19650,29150,31750,33100,A,33100
NVB,11850,18650,20600,21600,C,18650
CTG,13750,20950,23000,24050,B,23000
SHB,6320,10800,12100,12800,C,10800
EIB,10050,17000,18950,20050,C,17000
AAV,7070,11750,13000,13800,B,13000
HDB,11100,17100,18750,19650,C,17100
ACM,650,1210,1430,1560,D,650
ADC,1540,5230,6780,7680,B,6780
LPB,9870,13850,15150,15850,C,13850
ALT,980,3800,4980,5670,B,4980
AMC,5850,11450,13150,14050,B,13150
MBB,11350,18050,19900,20900,A,20900
AME,3440,5910,6730,7190,C,5910
MSB,10750,16150,17600,18450,A,18450
AMV,3080,5190,5790,6150,A,6150
OCB,10950,16400,17850,18650,A,18650
API,7510,18600,22650,24950,C,18600
SSB,18350,26200,28450,29500,C,26200
APP,790,2480,3120,3500,B,3120
STB,7990,14950,17150,18300,C,14950
ARM,22050,31550,34100,35450,C,31550
TCB,25100,34950,37500,38900,A,38900
TPB,14250,22350,24650,25900,A,25900
ASG,15600,19400,20500,21100,B,20500
VCB,39000,57100,62000,64500,A,64500
ATS,16550,21700,23000,23700,B,23000
VIB,16150,25550,28200,29650,C,25550
BAX,35300,49350,53300,55500,A,55500
VPB,7720,14700,16900,18100,A,18100
BBS,4250,6830,7640,8090,D,4250
AAA,4020,7220,8260,8900,B,8260
BCC,2450,5730,6860,7490,B,6860
AAM,2720,4950,5680,6130,B,5680
BCF,17500,25100,27100,28150,A,28150
AAT,4130,6660,7380,7770,A,7770
BDB,3360,6510,7430,7910,B,7430
ABS,4270,8480,9700,10400,B,9700
BED,20450,29000,31600,32850,A,32850
ABT,14100,21200,22950,23950,B,22950
BII,1670,3500,4210,4600,A,4600
ACC,3760,8100,9530,10350,C,8100
BKC,1140,2780,3350,3680,D,1140
ACL,6710,9770,10650,11100,B,10650
BLF,2660,3980,4320,4540,D,2660
ADG,23600,32200,34400,35550,B,34400
BNA,18000,26150,28650,29700,B,28650
ADS,11600,17300,18800,19700,C,17300
BPC,2890,5190,5900,6280,B,5900
AGG,20000,29350,31850,33200,B,31850
BSC,11450,16150,17400,18100,Not enough data,11450
BST,1360,3730,4660,5240,B,4660
AGM,6730,13500,16000,17300,B,16000
BTS,1610,3580,4290,4720,B,4290
AMD,1290,2550,2920,3120,B,2920
BTW,9320,16200,18100,19150,A,19150
ANV,5760,11450,13250,14200,C,11450
BXH,7770,10900,11650,12150,B,11650
APC,9890,14450,15700,16400,B,15700
C69,2860,5990,7050,7620,Not enough data,2860
APH,8240,13900,15450,16350,B,15450
C92,850,2260,2780,3070,C,2260
ASM,3600,6480,7350,7820,B,7350
CAG,3970,7560,8690,9350,A,9350
ASP,4480,6660,7320,7680,C,6660
CAN,12700,24900,28800,31000,B,28800
AST,26300,34400,36450,37600,C,34400
CAP,56400,67400,70700,72600,B,70700
BBC,18650,32600,36350,38250,B,36350
CDN,9450,14300,15900,16700,Not enough data,9450
BCE,3160,6150,7080,7580,B,7080
CEO,6200,15050,19000,21400,D,6200
BCG,6440,11050,12400,13100,B,12400
CET,740,2050,2550,2830,B,2550
BCM,31950,46100,50300,52600,B,50300
CIA,4900,7670,8460,8870,Not enough data,4900
BFC,5900,11200,12850,13700,B,12850
CJC,3360,5650,6300,6660,D,3360
BHN,25700,35000,37900,39500,A,39500
CKV,9560,13700,14800,15450,A,15450
BKG,2550,4640,5270,5600,B,5270
CLH,16100,21300,22650,23400,A,23400
BMC,3580,7520,8810,9500,A,9500
CLM,5430,11400,13100,14100,B,13100
BMP,32400,41050,43200,44300,A,44300
CMC,1580,3490,4250,4670,C,3490
BRC,6270,9320,10200,10650,B,10200
CMS,3400,8100,10100,11250,C,8100
BTP,7530,10850,11800,12300,B,11800
CPC,7670,13400,15050,15850,B,15050
BTT,17600,27350,29700,31050,A,31050
CSC,45400,66300,73500,77500,C,66300
BWE,23500,31300,33250,34400,C,31300
CTB,11500,16750,18400,19250,C,16750
CTC,730,2010,2490,2760,C,2010
CTP,870,2230,2720,3000,B,2720
CTT,5370,7850,8500,8870,C,7850
C32,11300,17300,18800,19550,B,18800
CTX,3510,5690,6320,6640,C,5690
CVN,2910,4850,5450,5760,A,5760
CX8,2820,4670,5210,5490,C,4670
C47,4910,9250,10600,11300,C,9250
CAV,31650,40300,42400,43550,B,42400
CCI,4100,9030,10700,11600,A,11600
D11,9010,14050,15800,16800,Not enough data,9010
CCL,2480,5370,6330,6850,B,6330
DAD,9820,15100,16450,17300,A,17300
