Ticker,0% at Risk,1% at Risk,3% at Risk,5% at Risk,Groupp,Breakeven Price
BWE,22338.0,30288.2,32397.9,33544.5,C,30300
CTB,11986.0,16535.9,17888.0,18601.0,C,16550
C32,18918.0,23852.29,25475.87,26305.0,B,25500
CTC,877.0,2231.53,2736.0,3017.0,C,2230
C47,5561.0,8149.79,8820.74,9231.0,C,8150
CTP,1713.0,2947.0,3354.0,3576.0,B,3350
CAV,31506.0,41045.74,43402.22,44730.0,B,43400
CTT,5088.0,7434.0,8173.72,8562.0,C,7430
CCI,7254.0,11371.0,12663.0,13386.0,A,13400
CTX,2161.0,3765.07,4249.21,4501.35,C,3770
CVN,3525.0,5057.16,5569.0,5833.0,A,5830
CCL,6271.0,9464.82,10484.46,11006.0,B,10500
CX8,3041.0,4459.0,4839.0,5052.200000000001,C,4460
CDC,4577.0,7534.66,8371.0,8819.0,C,7530
D11,11756.0,17741.09,19761.08,20861.9,Not enough data,11750
CEE,2629.0,5302.4,6160.0,6650.0,C,5300
DAD,7352.0,11937.55,13215.3,13944.0,A,13950
CHP,13249.0,16084.0,16777.0,17119.0,C,16100
DAE,7910.0,12511.68,14003.16,14704.0,A,14700
CIG,2128.0,3914.0,4437.0,4754.35,D,2130
DC2,4375.0,7680.3,8656.9,9240.0,C,7680
CII,8917.0,12408.38,13391.07,13932.45,C,12400
DDG,22136.0,25340.56,26121.12,26578.2,C,25350
CKG,6232.0,11534.56,13146.34,14001.9,C,11550
DHP,6269.0,8382.06,8904.0,9218.0,A,9220
CLC,16751.0,23647.64,25344.92,26202.8,A,26200
DHT,31665.0,37196.7,38489.0,39146.75,B,38500
CLL,16497.0,22479.55,24101.0,24937.75,A,24950
DIH,4207.0,11426.32,14194.0,15899.7,C,11450
CLW,10214.0,16683.65,18408.0,19309.3,A,19300
DL1,1126.0,2817.23,3489.0,3892.0,B,3490
CMG,30825.0,41989.3,44912.6,46469.1,B,44900
DNC,10881.0,23900.3,27923.29,30057.45,A,30050
CMV,2935.0,5584.88,6426.0,6873.0,A,6870
DNM,9873.0,17049.86,19184.0,20296.6,C,17050
DNP,6578.0,10496.46,11620.38,12200.0,C,10500
CMX,5710.0,8482.0,9305.0,9757.0,B,9300
CNG,17919.0,23959.0,25764.84,26660.6,A,26650
COM,6920.0,14970.18,17728.27,19395.45,A,19400
DP3,54581.0,73824.03,80001.17,83243.7,A,83200
DPC,3060.0,7047.01,8616.03,9518.0,A,9520
CRC,2406.0,4791.27,5539.8099999999995,5944.0,D,2410
DS3,2718.0,4191.28,4680.0,4935.0,A,4940
CRE,7362.0,13612.68,15544.16,16578.4,A,16600
CSM,7883.0,11387.15,12230.45,12660.0,C,11400
DST,1129.0,2385.0,2773.0,2993.0,B,2770
CSV,18601.0,26388.95,28942.14,30270.95,A,30250
DTD,15372.0,24295.9,26839.22,28176.7,A,28200
CTD,34069.0,46145.0,49543.92,51395.0,A,51400
DTK,3348.0,6202.56,7041.0,7579.8,Not enough data,3350
CTF,12083.0,14968.93,15676.0,16034.0,B,15700
DVG,2651.0,5712.0,6728.0,7298.0,B,6730
CTI,7681.0,11059.94,12032.0,12535.0,C,11050
DXP,6893.0,11063.93,12221.0,12878.3,A,12900
CVT,15039.0,22390.75,24663.75,25754.25,B,24650
DZM,2670.0,4537.44,5175.32,5493.0,D,2670
D2D,22927.0,35263.74,38735.46,40540.0,A,40550
EBS,4762.0,6551.26,7005.0,7257.0,B,7000
DAG,2504.0,3772.0,4088.0,4258.0,D,2500
ECI,27534.0,35658.76,37605.12,38758.6,A,38750
DAH,2148.0,4226.5,4827.0,5174.0,C,4230
EID,12322.0,16718.94,17876.88,18451.9,A,18450
FID,1177.0,2598.66,3020.0,3298.2,A,3300
DAT,4842.0,9219.96,10929.44,11897.0,B,10950
DBC,23173.0,35155.84,38179.84,39804.0,B,38200
GDW,3955.0,8691.33,10312.33,11190.55,A,11200
DBD,27524.0,34470.92,36207.32,37170.6,A,37150
GIC,8870.0,12747.52,14097.14,14818.0,A,14800
DBT,6317.0,9615.75,10658.0,11215.75,C,9620
GKM,15428.0,21731.16,23477.24,24317.6,B,23500
DC4,8018.0,11630.0,12573.78,13104.0,B,12550
GLT,8405.0,16177.1,18378.73,19577.55,A,19600
DCL,15024.0,21907.7,24002.26,25077.7,C,21900
GMA,29244.0,41169.27,44240.27,46069.0,B,44250
DCM,7863.0,14544.46,16635.52,17747.0,A,17750
GMX,6975.0,11733.51,13021.51,13727.0,B,13000
DGC,82138.0,109897.56,119423.48,123625.8,A,123600
HAD,7411.0,10637.12,11422.0,11851.65,A,11850
DGW,20113.0,43332.25,50575.0,55349.5,A,55300
HAT,8366.0,11995.64,12961.0,13499.0,B,12950
DHA,29152.0,38132.43,40256.0,41557.15,A,41550
HCC,6096.0,8249.89,8750.67,9007.0,B,8750
DHC,46671.0,64169.68,68891.24,71364.6,A,71400
HCT,4055.0,6642.88,7663.88,8198.0,A,8200
DHG,58298.0,72676.65,76192.28,77961.65,A,78000
HDA,14433.0,18909.7,20032.3,20686.25,B,20050
DHM,8730.0,10843.0,11378.5,11650.0,B,11400
DIG,15834.0,24774.75,27236.5,28718.25,C,24750
HEV,744.0,2764.11,3703.0,4236.55,B,3700
DLG,2199.0,3675.0,4139.02,4402.25,D,2200
HGM,15493.0,22826.85,24864.0,25866.85,A,25850
DMC,32909.0,43079.92,45643.38,46951.3,A,46950
HHC,13664.0,27142.82,31428.0,33760.55,D,13650
DPG,22743.0,37736.07,42175.08,44671.0,B,42200
HHG,1013.0,2150.84,2517.76,2716.0,C,2150
DPM,13247.0,21761.54,24666.08,26217.0,A,26200
HJS,12259.0,19280.95,21143.0,22082.95,A,22100
DPR,39938.0,52497.58,55733.0,57447.5,A,57400
HKT,1655.0,3078.44,3454.0,3678.0,B,3450
DQC,10776.0,15395.0,16563.78,17290.0,C,15400
HLC,2477.0,5300.32,6390.0,7014.0,D,2480
DRC,13910.0,20323.18,22015.27,22939.9,A,22950
HLD,23471.0,31808.9,34438.9,35647.5,B,34450
HMH,6774.0,10016.91,10852.82,11375.85,A,11400
DRH,5887.0,10270.16,11520.24,12164.0,C,10250
HOM,3252.0,5202.0,5865.0,6205.0,C,5200
DRL,42204.0,49824.12,52064.0,53191.0,A,53200
HPM,5676.0,7264.35,7655.049999999999,7856.0,B,7660
DSN,30188.0,35562.85,37148.0,37944.7,A,37950
HTC,12740.0,18636.64,20244.0,21065.0,A,21050
DTA,9513.0,13196.8,14162.6,14945.0,C,13200
DTL,20361.0,27275.0,28919.4,29888.0,C,27300
HTP,1951.0,6505.360000000001,8417.68,9510.2,C,6510
DTT,8324.0,10299.0,10863.0,11154.0,B,10850
HUT,4073.0,6256.0,6974.0,7372.45,C,6260
DVP,32385.0,42539.6,45460.6,46824.0,A,46800
HVT,21537.0,33642.25,37116.1,38877.5,B,37100
DXG,8241.0,13143.2,14446.72,15185.0,A,15200
ICG,3738.0,6756.72,7656.0,8123.0,C,6760
DXS,9396.0,15847.0,17524.0,18435.5,A,18450
IDC,21795.0,36150.54,39968.96,42137.3,C,36150
DXV,1029.0,2032.0,2401.0,2607.0,B,2400
IDJ,20017.0,29889.97,32613.9,34383.3,C,29900
E1VFVN30,16037.0,19800.98,20759.94,21240.0,Not enough data,16050
IDV,26507.0,38886.9,42223.7,43957.5,Not enough data,26500
INC,2483.0,4779.9,5427.0,5796.0,B,5430
INN,21539.0,28113.0,30066.68,31054.6,B,30050
ELC,12738.0,18166.0,19652.0,20490.0,B,19650
EMC,7248.0,11023.0,11943.0,12441.0,C,11000
ITQ,829.0,2254.2,2827.0,3212.0,B,2830
EVE,4653.0,8446.0,9622.29,10242.15,B,9620
KDM,995.0,2435.0,2962.71,3253.8500000000004,A,3250
EVG,4616.0,7215.64,8078.0,8532.0,A,8530
KHS,9103.0,14913.36,16943.31,18079.9,B,16950
FCM,3790.0,5348.6,5807.0,6051.0,B,5810
FCN,4450.0,7575.24,8560.0,9165.0,C,7580
KKC,2067.0,6376.64,8029.0,9011.2,A,9010
FDC,2478.0,5439.36,6391.0,6925.0,B,6390
KLF,485.0,1248.0,1553.0,1737.9,B,1550
FIR,19317.0,26572.61,28441.32,29431.1,A,29450
KMT,3189.0,5381.0,5978.42,6279.0,B,5980
FIT,3244.0,6125.75,6983.75,7417.0,A,7420
FLC,4047.0,6192.57,6961.71,7435.7,B,6960
KSD,649.0,1506.0,1842.0,2035.0,B,1840
FMC,23408.0,33368.44,35966.33,37321.1,B,35950
FPT,53721.0,70006.4,74243.9,76417.5,A,76400
FRT,12137.0,21486.0,24296.84,25910.0,B,24300
FTM,1613.0,2890.78,3219.34,3451.7000000000003,D,1610
FUCTVGF2,4452.0,7018.08,7673.0,8025.0,Not enough data,4450
FUCVREIT,1946.0,3826.76,4455.28,4827.0,Not enough data,1950
KSQ,1797.0,3095.0,3635.0,3940.75,A,3940
FUEMAV30,10353.0,13141.0,13855.369999999999,14232.65,Not enough data,10350
KST,16720.0,21695.99,22955.0,23598.55,A,23600
FUESSV30,9248.0,13176.52,14172.76,14685.6,Not enough data,9250
FUESSV50,14568.0,17597.45,18368.0,18726.15,Not enough data,14550
KTS,2902.0,7475.02,9292.0,10493.0,C,7480
FUESSVFL,11218.0,14808.9,15741.02,16182.0,Not enough data,11200
KTT,1043.0,2769.0,3417.0,3816.65,C,2770
FUEVFVND,17785.0,21613.04,22624.04,23081.0,Not enough data,17800
KVC,943.0,2185.61,2606.83,2831.0,C,2190
FUEVN100,11956.0,14682.69,15366.07,15723.9,Not enough data,11950
L14,63272.0,88826.78,96919.3,101445.0,A,101400
GAB,178097.0,185835.42,187465.26,188370.05,B,187500
L18,7113.0,14737.41,17646.0,19261.9,C,14750
GAS,61248.0,77453.24,82791.8,85790.6,A,85800
L35,1552.0,2605.11,2911.0,3073.0,D,1550
GDT,29453.0,39804.8,42323.58,43869.8,A,43850
L40,8885.0,16139.85,18381.85,19621.75,C,16150
GEG,9673.0,13218.35,14345.21,14919.0,C,13200
L43,434.0,1340.0,1696.0,1901.0,C,1340
GEX,9527.0,14377.56,15703.56,16400.0,C,14400
L61,1128.0,2560.0,2997.0,3252.6000000000004,C,2560
GIL,26979.0,40870.78,44796.54,46906.5,A,46900
L62,2295.0,3362.62,3645.0,3796.0,C,3360
GMC,6091.0,10780.09,12546.0,13518.0,B,12550
LAS,7470.0,11514.1,12840.65,13539.5,B,12850
GMD,24381.0,33759.96,36257.88,37544.0,B,36250
LBE,7816.0,13747.89,15515.34,16454.0,C,13750
GSP,6419.0,9594.78,10444.0,10918.95,B,10450
LCD,11308.0,15237.83,16279.0,16917.2,C,15250
GTA,6009.0,9459.0,10364.05,10836.0,B,10350
LCS,1307.0,2711.0,3156.0,3401.0,D,1310
GTN,7413.0,10828.0,11712.73,12224.0,A,12200
LDP,3478.0,6265.06,7117.0,7570.0,C,6270
LHC,35665.0,51992.45,57164.15,59823.25,A,59800
GVR,15298.0,22606.48,25012.95,26237.2,A,26250
HAG,1926.0,2950.0,3241.0,3382.0,B,3240
LIG,4896.0,7952.9,9020.2,9556.5,C,7950
LM7,593.0,1631.0,1985.0,2190.0,D,590
LUT,1018.0,2425.0,2909.0,3181.4,Not enough data,1020
HAH,16279.0,30326.56,34740.04,37089.0,A,37100
MAC,1989.0,3526.0,3992.33,4238.0,C,3530
HAI,897.0,1745.0,2058.0,2231.0,B,2060
MAS,10026.0,19385.77,22111.93,23518.0,C,19400
HAP,5517.0,8125.900000000001,9185.17,9709.95,B,9190
MBG,1612.0,3894.78,4703.34,5194.0,A,5190
MCC,5981.0,7827.88,8295.0,8533.0,B,8300
HAR,2527.0,4156.0,4624.0,4869.35,B,4620
MCF,3125.0,4981.0,5589.0,5915.9,B,5590
HAS,4594.0,7275.2,7988.8,8375.5,B,7990
HAX,8352.0,13372.55,14721.65,15550.5,A,15550
MCO,2151.0,3404.22,3934.3199999999997,4225.4,C,3400
MDC,1644.0,3934.98,4957.96,5556.900000000001,C,3930
HBC,3845.0,7232.0,8306.0,8874.0,C,7230
MED,9682.0,17530.36,19589.54,20701.9,C,17550
MEL,6990.0,11373.880000000001,12622.44,13346.7,B,12600
HCD,2106.0,4833.0,5721.18,6222.0,B,5720
MHL,507.0,1362.0,1703.0,1931.25,D,510
HDC,45965.0,64353.8,69158.8,72104.0,B,69200
MIM,1566.0,3291.0,3802.0,4092.0,D,1570
HDG,29859.0,42821.46,46456.56,48350.5,C,42800
MKV,17026.0,21963.06,23255.02,23878.1,C,21950
HHP,3701.0,6250.2,7166.0,7665.0,B,7170
MST,7147.0,10245.96,11238.96,11814.6,C,10250
HHS,1719.0,3298.0,3813.0,4075.0,A,4080
MVB,2139.0,7052.92,8966.76,10063.3,Not enough data,2140
NAG,4368.0,6171.0,6670.0,6915.0,C,6170
HID,1783.0,3490.0,4042.08,4339.0,C,3490
NAP,2283.0,4824.76,5587.0,5986.0,A,5990
HII,7918.0,11014.130000000001,12027.13,12535.55,B,12050
NBC,8463.0,13402.0,15048.34,15996.0,C,13400
HMC,16154.0,21650.65,23345.95,24240.0,A,24250
NBP,4895.0,8000.6,8895.3,9365.0,A,9360
HNG,2241.0,3659.0,4048.0,4261.0,D,2240
NBW,4459.0,9812.41,11476.82,12350.7,A,12350
HOT,7580.0,13761.31,16199.31,17528.7,B,16200
NDN,8896.0,13183.0,14291.24,14954.0,A,14950
HPG,24613.0,35913.82,38883.88,40664.0,A,40650
NDX,3988.0,5771.34,6365.0,6673.0,B,6360
HPX,11436.0,17613.08,19341.0,20236.4,C,17600
NET,29108.0,37525.4,40166.42,41544.0,A,41550
NFC,8289.0,11671.01,12601.01,13064.0,A,13050
HQC,611.0,1499.29,1800.0,1971.0,C,1500
NHC,9710.0,16295.08,18014.0,18937.4,A,18950
NRC,7375.0,12275.84,13604.44,14458.0,B,13600
HRC,5269.0,15535.38,19322.14,21527.8,C,15550
NSH,4581.0,7897.94,9168.24,9869.7,C,7900
HSG,11551.0,21102.7,24054.0,25747.0,A,25750
NST,2546.0,4365.3,4910.0,5192.5,B,4910
NTH,18517.0,26585.33,28634.44,29734.85,A,29750
HSL,1551.0,3300.59,3883.77,4193.0,B,3880
NTP,26244.0,36051.14,38519.57,39691.3,B,38500
HT1,11501.0,15847.62,17163.72,17773.7,B,17150
HTI,9567.0,13071.61,13940.83,14469.05,B,13950
OCH,2053.0,3643.34,4145.0,4435.0,C,3640
HTL,6838.0,10637.0,11782.65,12434.75,B,11800
ONE,2898.0,4533.38,4977.0,5248.3,C,4530
HTN,21694.0,34088.71,37495.83,39558.0,B,37500
PBP,2193.0,4449.0,5107.54,5478.45,B,5110
HTV,6642.0,9747.51,10509.0,10915.1,A,10900
PCE,11068.0,16895.39,18746.0,19805.7,A,19800
HU1,3955.0,6222.05,7015.0,7458.0,B,7020
HU3,2687.0,4330.0,4746.0,4977.200000000001,C,4330
PCG,915.0,2863.66,3600.0,4019.3,B,3600
HUB,10317.0,16201.72,17849.12,18712.4,A,18700
PCT,1262.0,2818.0,3384.0,3753.0,A,3750
PDB,9591.0,13491.94,14823.52,15542.6,B,14800
HVH,3642.0,6010.09,6653.27,6978.0,B,6650
PDC,697.0,1717.0,2098.0,2332.0,D,700
HVN,11737.0,16663.63,17939.67,18649.45,C,16650
PEN,3117.0,4875.54,5479.24,5754.0,C,4880
HVX,2303.0,4260.7,4830.0,5152.0,B,4830
PGN,6514.0,10153.16,11117.0,11721.0,B,11100
IBC,14524.0,16967.31,17605.0,17935.0,Not enough data,14500
ICT,8655.0,13004.27,14204.0,14823.0,C,13000
PGS,11641.0,17374.85,18924.0,19823.95,C,17350
IDI,1836.0,3253.99,3706.0,3990.0,B,3710
PGT,2397.0,4254.6900000000005,5006.0,5464.0,A,5460
IJC,11708.0,17919.23,20004.0,21053.15,B,20000
PHN,12178.0,18945.4,21463.84,22827.7,A,22850
ILB,15762.0,22247.05,24286.0,25350.5,C,22250
PHP,10904.0,17221.51,19039.51,20030.9,A,20050
IMP,41813.0,54111.99,57126.41,58901.0,A,58900
PIA,10960.0,16358.74,17855.74,18622.0,A,18600
ITA,1833.0,3482.0,4007.0,4284.0,B,4010
PIC,3671.0,6042.28,6722.0,7083.0,A,7080
ITC,9153.0,13146.84,14319.0,14883.05,Not enough data,9150
PJC,5842.0,10819.04,12209.0,12938.1,B,12200
ITD,10753.0,15461.4,16937.15,17768.5,C,15450
PLC,15104.0,24560.36,27140.02,28423.0,B,27150
JVC,1514.0,2816.0,3257.0,3509.8,Not enough data,1510
PMB,5840.0,9223.94,10333.82,10863.7,A,10850
PMC,29240.0,41385.0,44550.99,46200.3,A,46200
KBC,9602.0,18332.0,21111.08,22597.9,B,21100
PMP,5809.0,8267.0,9160.0,9626.0,C,8270
KDC,39445.0,46891.88,48744.66,49615.7,B,48750
PMS,7212.0,11053.16,12483.0,13205.45,A,13200
KDH,26775.0,32987.04,35009.24,36088.2,A,36100
POT,6289.0,10233.0,11251.0,11819.0,D,6290
KHG,2348.0,5113.35,6058.8099999999995,6577.0,A,6580
PPE,1141.0,3123.94,3922.8199999999997,4422.0,A,4420
KHP,4055.0,5437.2300000000005,5775.23,5973.0,C,5440
PPP,5398.0,8801.0,9750.82,10297.0,A,10300
KMR,1575.0,3199.0,3736.0,4026.0,B,3740
PPS,6185.0,8443.57,9046.0,9365.55,B,9050
KOS,13792.0,19788.64,21416.0,22244.55,B,21400
PPY,3534.0,6880.02,7957.0599999999995,8533.2,A,8530
KPF,3907.0,7006.22,7956.0,8454.0,B,7960
PRC,8666.0,12528.42,13609.13,14165.65,C,12550
KSB,11975.0,19586.66,21760.0,22935.15,B,21750
PSC,7316.0,11320.36,12388.48,13015.0,C,11300
PSD,12248.0,19518.12,21600.05,22732.0,A,22750
L10,3856.0,8696.45,10389.35,11314.5,C,8700
PSE,6431.0,11806.28,13474.88,14312.0,A,14300
PSW,7466.0,12004.94,13549.96,14379.0,A,14400
LAF,1847.0,5265.360000000001,6604.0,7349.0,B,6600
PTD,12396.0,15353.57,16094.42,16456.85,B,16100
LBM,30096.0,40243.96,43590.6,45590.200000000004,A,45600
PTS,5174.0,7762.52,8593.0,8993.0,C,7760
LCG,5654.0,9275.92,10287.44,10831.0,C,9280
LCM,1186.0,2029.6,2300.8,2451.5,C,2030
PV2,1486.0,2646.0,3033.0,3248.0,B,3030
LDG,3248.0,5156.0,5641.03,5902.0,B,5640
PVB,5296.0,8968.0,9950.01,10488.35,C,8970
PVC,3900.0,6284.4400000000005,7091.98,7483.55,C,6280
LEC,2112.0,4363.9,5152.9,5656.5,C,4360
PVG,6935.0,10244.15,11157.29,11645.45,B,11150
LGC,9652.0,20587.45,24293.67,26305.0,C,20600
PVL,1711.0,3461.2,4051.2799999999997,4399.0,B,4050
LGL,2087.0,3610.44,4199.0,4509.0,C,3610
PVS,9645.0,15827.04,17709.56,18650.3,B,17700
LHG,25298.0,36795.71,39957.18,41532.0,A,41550
LIX,32788.0,41002.78,43028.67,44061.45,B,43050
LM8,4427.0,6482.01,7073.0,7431.0,C,6480
QHD,2154.0,7910.84,10266.76,11674.4,A,11650
LSS,2697.0,5343.66,6249.66,6823.0,B,6250
QST,8666.0,10864.42,11380.52,11694.1,C,10850
MCG,1187.0,2279.0,2629.0699999999997,2837.0,C,2280
QTC,6355.0,9754.0,10625.0,11068.0,C,9750
MCP,8298.0,13924.75,15401.3,16230.75,B,15400
RCL,7328.0,10829.04,11683.0,12121.0,B,11700
MDG,2434.0,5146.56,6036.68,6519.0,C,5150
S55,16120.0,24847.8,27586.5,28860.5,C,24850
MHC,2877.0,5393.3,6227.0,6749.6,A,6750
S99,5740.0,10410.88,11824.82,12599.1,C,10400
MSH,52084.0,64139.15,67864.9,69935.75,A,69900
SAF,19455.0,29812.6,33204.6,34957.0,A,34950
MSN,68317.0,92995.08,100494.6,104038.0,B,100500
SCI,10007.0,17878.72,20272.16,21543.6,B,20250
MWG,40607.0,66859.79,74390.91,78469.35,A,78500
SD2,2029.0,3764.59,4250.54,4513.950000000001,C,3760
NAF,13474.0,18703.0,20042.32,20770.1,B,20050
SD4,1567.0,2804.52,3205.0,3436.0,D,1570
NAV,3504.0,6883.0,8040.0,8771.0,A,8770
SD5,6350.0,8839.0,9615.0,10036.0,C,8840
NBB,13588.0,22200.239999999998,24604.81,25922.35,B,24600
NCT,65756.0,74963.54,77148.4,78315.1,A,78300
SD6,2063.0,3349.58,3759.0,3982.0,C,3350
SD9,5434.0,8006.12,8808.0,9186.0,C,8010
NHA,8119.0,15971.23,18515.69,19883.0,C,15950
SDA,2670.0,6431.8,7749.96,8566.0,B,7750
NHH,10318.0,18032.0,20371.69,21604.0,C,18050
SDC,2861.0,5448.13,6162.0,6568.0,C,5450
NKG,25461.0,36478.38,39351.02,41148.25,A,41150
SDG,4838.0,11785.06,14314.18,15718.0,Not enough data,4840
NLG,30132.0,39420.9,41940.05,43090.5,B,41950
NNC,11372.0,16294.46,17565.0,18250.0,A,18250
SDN,11894.0,21470.01,24289.32,25910.3,B,24300
NSC,45209.0,58339.96,61626.52,63267.8,B,61600
SDT,2512.0,4116.78,4646.0,4891.0,C,4120
NT2,12559.0,16340.0,17302.19,17785.0,A,17800
SDU,3225.0,4888.0,5449.0,5741.0,C,4890
NTL,19728.0,28349.49,30808.45,32026.3,A,32050
SEB,16078.0,28467.55,31942.0,33855.5,A,33850
NVL,47064.0,67046.35,72149.25,75211.0,B,72100
SED,11856.0,15634.94,16577.91,17145.25,C,15650
NVT,1482.0,3263.49,3878.4700000000003,4214.450000000001,D,1480
SFN,6425.0,11711.6,13177.95,13974.25,A,13950
OGC,2092.0,3449.2,3843.0,4047.0,B,3840
SGC,20169.0,34390.0,38638.15,40844.0,B,38650
OPC,25673.0,35103.68,38150.38,39766.0,C,35100
SGD,3048.0,5315.36,5915.08,6252.8,C,5320
PAC,19475.0,26681.88,28434.58,29472.6,B,28450
SGH,13281.0,22368.94,25005.88,26400.0,A,26400
SHE,5561.0,8439.49,9247.0,9661.45,C,8440
PAN,10433.0,16779.92,18520.0,19439.6,B,18500
SHN,5972.0,9954.24,11063.86,11760.1,C,9950
PC1,17650.0,25776.46,27913.1,29198.0,C,25800
SIC,2854.0,6131.21,7119.0,7683.0,C,6130
