Ticker,Group,BreakFeven Price,1% at Risk,3% at Risk,5% at Risk,Proposed Price
THI,C,14250,18645.0,19884.62,20550.85,18650
TIP,A,19300,26645.16,28963.88,30169.6,30150
VTJ,B,1300,2334.38,2674.0699999999997,2871.0,2670
TIX,A,11050,16635.0,18519.0,19529.8,19550
VTL,Not enough data,4500,7457.74,8224.0,8638.0,Not enough data
TLD,C,1470,2881.0,3339.0,3584.0,2880
VTV,C,2220,3841.0,4282.0,4510.0,3840
TLG,A,23000,29888.0,31888.8,32914.0,32900
VXB,C,4690,7251.37,8055.55,8528.85,7250
WCS,A,107300,142438.57,150371.85,154549.95,154500
TLH,A,4700,8558.0,10020.0,10833.0,10850
X20,Not enough data,2120,4143.27,4731.0,5064.0,Not enough data
TMP,A,25800,33714.59,35514.77,36462.95,36450
PRE,B,9290,13125.18,14159.18,14671.0,14150
TMS,A,27150,42004.25,46418.45,48497.0,48500
PTI,B,13250,20680.52,23145.0,24449.0,23150
PVI,A,21650,29255.91,31621.73,32996.55,33000
TMT,C,1920,4248.82,5071.0,5503.0,4250
VNR,B,18500,26280.88,28508.6,29539.4,28500
TN1,A,8940,15923.300000000001,18004.0,19124.0,19100
APS,B,3200,7301.0,8826.0,9813.0,8830
TNA,B,6530,9314.87,10155.0,10593.35,10150
ART,B,640,2152.61,2761.83,3123.0,2760
TNC,A,10600,18469.19,20778.57,22015.9,22000
BVS,B,9540,16884.95,19126.93,20221.75,19150
TNH,A,16750,24362.92,26570.28,27682.4,27700
EVS,A,4010,9802.22,11887.83,13120.05,13100
TNI,B,1680,2506.36,2748.0,2873.0,2750
HBS,B,2590,5249.0,6021.14,6513.15,6020
TNT,A,4050,5703.88,6150.28,6509.400000000001,6510
IVS,B,1740,3742.9,4520.0,4957.5,4520
TPC,C,2410,4624.06,5273.59,5610.0,4620
MBS,B,10450,17706.2,20008.6,21157.0,20000
TRA,A,50100,65288.02,68966.02,71210.5,71200
PSI,D,1220,3266.88,4009.0,4467.0,1220
TRC,C,17550,26577.42,28889.52,30049.5,26600
SHS,A,13350,21436.82,23912.92,25305.4,25300
VIG,D,1740,3666.42,4325.0,4704.1,1740
TSC,A,3670,5996.34,6614.34,6970.7,6970
TTA,C,7050,9706.08,10526.24,10951.4,9710
WSS,A,1110,2977.54,3689.0,4088.0,4090
TTB,D,1770,3252.45,3735.0,4038.0,1770
TTE,C,1690,3515.0,4129.58,4494.0,3520
TTF,C,1520,2978.0,3443.26,3714.0,2980
TV2,B,23050,34112.04,37112.08,38651.0,37100
TVT,B,13450,18448.88,20012.28,20820.0,20000
TYA,B,12350,15508.65,16311.76,16745.0,16300
UDC,D,1570,3080.0,3568.79,3829.0,1570
UIC,A,31500,42300.78,44967.17,46574.85,46550
VAF,A,2570,5462.52,6346.0,6832.0,6830
VCA,A,7690,11493.28,12509.13,13120.0,13100
VCF,A,117600,154415.32,166019.68,172167.0,172200
VCG,C,20950,28079.48,29674.0,30552.7,28100
VDP,C,16550,23200.07,25218.21,26262.0,23200
VFG,B,21300,30851.88,33446.0,34771.1,33450
VGC,B,15650,22253.08,23922.31,24947.0,23900
VHC,B,17150,28745.12,32191.079999999998,33990.0,32200
VHM,A,30650,46229.0,50547.0,52764.0,52800
VIC,B,42550,59395.88,63902.22,66166.7,63900
VID,B,1660,3399.2799999999997,4003.42,4390.0,4000
VIP,A,2720,5138.34,5980.0,6422.0,6420
VIS,B,4560,8284.24,9439.0,10121.2,9440
VJC,C,82300,101425.59,106767.29,109140.05,101400
VMD,B,7720,15358.9,17873.0,19371.7,17850
VNE,C,3790,5650.11,6150.0,6439.0,5650
VNG,B,7120,9374.0,9956.0,10251.0,9960
VNL,A,6610,12345.1,14109.66,15136.1,15150
VNM,A,50900,64013.1,67210.23,68973.0,69000
VNS,B,4260,6394.06,6957.18,7250.3,6960
VOS,A,8620,12460.9,14382.1,15256.0,15250
VPD,C,9720,12257.72,12932.0,13299.0,12250
VPG,A,37500,48158.46,50533.49,51840.0,51800
VPH,B,1600,3042.0,3508.0,3783.0,3510
VPI,D,20400,28150.88,30183.559999999998,31210.8,20400
VPS,B,2510,5618.0,6658.0,7229.0,6660
VRC,B,4750,7380.65,8204.57,8651.0,8200
VRE,A,13450,19187.16,20702.08,21486.0,21500
VSC,A,29800,41092.89,43915.34,45632.45,45650
VSH,C,15100,20316.73,21570.55,22337.85,20300
VSI,C,4430,8330.22,9584.0,10314.55,8330
VTB,A,5320,7690.0,8269.0,8577.6,8580
VTO,B,5990,8429.72,9195.0,9548.0,9200
YBM,C,3400,4950.0,5456.0,5725.0,4950
YEG,C,3870,6672.0,7387.01,7783.0,6670
BIC,A,13050,18133.44,19670.44,20466.4,20450
BMI,A,15550,23616.22,25820.22,27040.0,27050
BVH,A,19500,31257.0,34537.2,36362.0,36350
MIG,A,12750,17569.85,19069.68,19921.85,19900
PGI,A,11900,17450.46,18959.76,19761.3,19750
AGR,B,6450,10104.0,11217.89,11740.05,11200
APG,B,3790,7161.0,8217.0,8818.0,8220
BSI,B,4980,10825.64,12829.96,13921.0,12850
CTS,A,9880,16265.75,17947.25,18959.5,18950
FTS,B,15250,26789.7,30488.0,32775.0,30500
HCM,A,12900,20873.44,23010.48,24359.6,24350
SSI,A,13650,22459.62,24928.62,26445.7,26450
TVB,A,3940,7866.65,9333.95,10182.0,10200
TVS,A,16300,22482.1,24232.95,25086.75,25100
VCI,A,11150,23597.9,27681.7,30064.0,30050
VDS,B,12100,19414.45,21303.0,22468.5,21300
VIX,B,3630,7403.0,8622.03,9293.0,8620
VND,A,9280,19262.82,22591.73,24393.85,24400
