Ticker,0% at Risk,1% at Risk,3% at Risk,5% at Risk,Groupp,Breakeven Price
BSC,7646.0,10298.0,10963.06,11330.55,Not enough data,7650
AMD,549.0,1478.0,1804.0,1984.4500000000003,B,1800
BST,3787.0,7108.12,8146.68,8698.0,B,8150
BTS,1747.0,3932.0,4697.639999999999,5166.0,B,4700
ANV,11320.0,17763.6,19481.3,20507.0,C,17750
BTW,8441.0,15643.48,17677.11,18786.85,A,18800
APC,10111.0,13908.0,15130.0,15758.5,B,15150
BXH,6485.0,7928.88,8272.0,8454.0,B,8270
APH,11607.0,19485.38,21733.46,22936.0,B,21750
C69,2402.0,5147.0,6080.5,6585.0,Not enough data,2400
ASM,3384.0,6440.86,7468.0,8110.65,B,7470
C92,794.0,1848.69,2220.0,2443.0,C,1850
ASP,6923.0,9641.9,10487.7,10952.0,C,9640
CAG,3215.0,7428.64,8697.64,9431.4,A,9430
AST,31150.0,40450.0,42926.18,44285.0,C,40450
CAN,6682.0,14051.72,16250.32,17489.0,B,16250
CAP,54044.0,63266.6,66604.76,68033.8,B,66600
BBC,21718.0,32837.26,36717.56,38880.2,B,36700
BCE,6526.0,9499.74,10319.0,10778.3,B,10300
BCG,7988.0,12325.91,13567.55,14256.85,B,13550
BCM,21044.0,29282.68,31559.02,32734.7,B,31550
BFC,9850.0,16825.45,19062.55,20309.75,B,19050
BHN,27783.0,38418.0,41609.6,43299.0,A,43300
BKG,3953.0,5704.0,6285.0,6590.85,B,6280
BMC,4327.0,9866.28,11769.21,12800.0,A,12800
BMP,30877.0,38350.08,40413.0,41488.2,A,41500
CEO,3018.0,5527.55,6220.93,6607.0,D,3020
BRC,7570.0,10344.8,11167.0,11558.5,B,11150
CET,582.0,1612.1100000000001,2014.0,2240.0,B,2010
BTP,8626.0,11869.880000000001,12711.64,13153.0,B,12700
CIA,5899.0,9041.12,9873.12,10366.0,Not enough data,5900
BTT,25047.0,34077.14,36306.71,37602.7,A,37600
CJC,5801.0,8797.0,9616.43,10048.0,D,5800
BWE,21989.0,29850.28,31837.08,33008.4,C,29850
C32,15967.0,22028.71,23467.71,24237.85,B,23450
CKV,5274.0,8077.03,8847.0,9251.0,A,9250
C47,5291.0,7847.56,8509.0,8897.4,C,7850
CLH,16445.0,20647.48,21742.76,22258.7,A,22250
CAV,31466.0,41011.64,43339.46,44653.2,B,43350
CLM,7823.0,14304.48,16165.66,17219.0,B,16150
CCI,7474.0,11678.0,13007.39,13728.0,A,13750
CMC,1267.0,2636.0,3038.0,3250.0,C,2640
CCL,2466.0,5548.11,6589.0,7161.0,B,6590
CMS,477.0,1311.8400000000001,1625.0,1799.0,C,1310
CDC,4219.0,6996.0,7785.0,8212.0,C,7000
CPC,9120.0,13027.55,14312.84,14999.55,B,14300
CEE,2634.0,5351.32,6207.0,6706.6,C,5350
CSC,37334.0,55177.05,60272.65,63071.75,C,55200
CHP,12743.0,15507.0,16188.35,16525.25,C,15500
CTB,11911.0,16480.8,17830.2,18547.0,C,16500
CIG,1920.0,3631.86,4139.16,4410.0,D,1920
CTC,927.0,2211.0,2671.75,2954.0,C,2210
CII,8752.0,12231.4,13220.4,13755.0,C,12250
CTP,1611.0,2815.61,3219.83,3446.0,B,3220
CKG,11284.0,16946.59,18352.22,19156.7,C,16950
CTT,4834.0,7117.0,7820.0599999999995,8183.1,C,7120
CLC,16868.0,23751.42,25455.82,26287.0,A,26300
CTX,2148.0,3763.02,4250.0,4506.0,C,3760
CLL,16773.0,22815.85,24514.31,25422.7,A,25400
CVN,3335.0,4859.84,5326.0,5584.0,A,5580
CLW,10919.0,17679.36,19489.72,20435.8,A,20450
CX8,2769.0,4008.0,4356.0,4543.0,C,4010
CMG,31565.0,42799.68,45752.08,47322.0,B,45750
D11,9850.0,16546.26,18422.9,19358.6,Not enough data,9850
CMV,3356.0,6374.98,7328.9400000000005,7833.9,A,7830
DAD,8662.0,13869.0,15254.0,16121.35,A,16100
CMX,5276.0,7842.0,8608.72,9028.0,B,8610
DAE,9846.0,15075.4,16783.4,17623.0,A,17600
CNG,19888.0,26283.25,28275.65,29179.0,A,29200
DC2,979.0,3322.8199999999997,4240.73,4775.55,C,3320
COM,6874.0,14711.88,17565.32,19238.2,A,19250
DDG,21190.0,24248.22,25033.61,25414.7,C,24250
CRC,2293.0,4685.05,5420.15,5831.0,D,2290
DHP,7049.0,9121.88,9622.28,9921.4,A,9920
CRE,6981.0,12884.91,14716.46,15692.1,A,15700
DHT,31994.0,37648.04,38979.0,39638.1,B,39000
CSM,8849.0,11682.86,12572.0,13042.0,C,11700
DIH,3969.0,10697.4,13277.44,14849.8,C,10700
CSV,22159.0,31472.84,34392.8,35935.4,A,35950
DL1,1099.0,2770.58,3401.0,3789.0,B,3400
CTD,32213.0,43889.44,47428.0,49238.0,A,49250
DNC,9825.0,21596.28,25141.0,27053.0,A,27050
CTF,12054.0,14958.99,15666.97,16023.95,B,15650
DNM,9531.0,16508.16,18566.0,19663.0,C,16500
DNP,7018.0,11130.37,12302.74,12907.95,C,11150
CTI,7007.0,10134.34,11002.51,11478.0,C,10150
CVT,15073.0,22593.56,24888.68,26035.4,B,24900
D2D,19245.0,29894.92,32843.0,34392.0,A,34400
DP3,53403.0,73026.05,79151.43,82488.25,A,82500
DAG,2430.0,3683.0,3991.0,4158.0,D,2430
DPC,2815.0,6552.0,7921.0,8751.9,A,8750
DAH,2131.0,4176.4400000000005,4778.88,5121.0,C,4180
DS3,2444.0,3794.0,4242.0,4483.5,A,4480
DAT,4707.0,9150.13,10918.39,11902.0,B,10900
DST,899.0,1980.0,2311.0,2496.0,B,2310
DBC,21899.0,33994.34,37032.06,38682.7,B,37050
DTD,13191.0,21461.07,23779.0,25040.0,A,25050
DBD,27894.0,34924.62,36684.94,37648.0,A,37650
DBT,6104.0,9225.38,10218.57,10769.0,C,9230
DC4,5464.0,8084.16,8795.0,9162.0,B,8800
DCL,14785.0,21631.47,23665.47,24781.9,C,21650
DCM,8028.0,14331.28,16250.84,17327.7,A,17350
DGC,81032.0,108559.49,118091.03,122370.45,A,122400
DGW,20400.0,43882.86,51224.0,56092.3,A,56100
DHA,25836.0,34078.15,36173.05,37245.25,A,37250
DHC,46753.0,64178.88,68892.24,71308.4,A,71300
DHG,58604.0,73077.6,76619.0,78400.0,A,78400
DVG,2565.0,5588.06,6601.0,7168.15,B,6600
DHM,7991.0,9873.0,10343.13,10590.0,B,10350
DXP,7237.0,11557.0,12707.0,13405.8,A,13400
DIG,13869.0,21696.32,23851.15,25175.1,C,21700
DZM,2351.0,4008.84,4594.0,4903.0,D,2350
DLG,889.0,2091.0,2506.0,2735.0,D,890
EBS,4822.0,6651.0,7117.38,7377.3,B,7120
DMC,32203.0,42611.42,45275.0,46616.7,A,46600
ECI,27534.0,35658.76,37605.12,38758.6,A,38750
DPG,20317.0,34304.06,38194.99,40647.45,B,38200
EID,12141.0,16450.31,17587.31,18164.1,A,18150
DPM,12484.0,19893.4,22478.48,23901.8,A,23900
FID,1041.0,2340.0,2733.0,2981.0,A,2980
DPR,41140.0,53067.0,56712.74,58321.6,A,58300
DQC,10491.0,15038.6,16176.0,16891.0,C,15050
GDW,4553.0,9792.04,11565.24,12529.0,A,12550
DRC,15561.0,22374.6,24263.2,25212.0,A,25200
GIC,8599.0,12419.58,13749.349999999999,14459.9,A,14450
GKM,13178.0,18602.57,20065.28,20797.0,B,20050
DRH,6822.0,11698.3,13021.9,13743.5,C,11700
GLT,8580.0,16496.29,18736.95,19945.0,A,19950
DRL,44739.0,53597.67,55637.0,56851.0,A,56900
GMA,29142.0,41187.34,44116.66,45977.05,B,44100
DSN,29653.0,34920.08,36501.0,37290.0,A,37300
GMX,7527.0,12538.41,13889.41,14626.0,B,13900
DTA,9674.0,13552.92,14691.0,15457.35,C,13550
HAD,7147.0,10502.44,11303.08,11742.0,A,11750
DTL,19556.0,25698.82,27826.7,28728.4,C,25700
HAT,8070.0,11660.81,12636.289999999999,13177.0,B,12650
DTT,8316.0,10291.13,10858.0,11150.0,B,10850
HCC,5807.0,7900.48,8452.44,8731.0,B,8450
DVP,29332.0,39327.15,41834.9,43220.25,A,43200
HCT,4257.0,6884.87,7863.83,8399.0,A,8400
DXG,7931.0,12614.4,13874.2,14571.0,A,14550
HDA,14080.0,18491.5,19654.8,20337.0,B,19650
DXS,6670.0,12951.48,14971.880000000001,16054.0,A,16050
DXV,823.0,1729.0,2034.0,2213.0,B,2030
HEV,813.0,3019.95,4044.0,4628.75,B,4040
HGM,13917.0,20576.0,22190.78,23072.15,A,23050
HHC,15983.0,31215.559999999998,36043.19,38637.65,D,16000
HHG,803.0,1761.42,2066.0,2232.0,C,1760
HJS,12021.0,18934.04,20782.78,21723.0,A,21700
HKT,1507.0,2808.0,3151.0,3356.0,B,3150
HLC,2629.0,5549.360000000001,6689.27,7329.0,D,2630
HLD,18813.0,25782.54,27948.0,28961.45,B,27950
HMH,6497.0,9656.24,10485.67,10996.0,A,11000
HOM,3321.0,5401.6,6057.2,6425.0,C,5400
HPM,6783.0,8448.0,8855.0,9059.1,B,8860
HTC,13303.0,19200.73,20776.57,21592.0,A,21600
ELC,14836.0,20795.3,22374.54,23318.1,B,22350
EMC,7234.0,11013.0,11931.0,12432.0,C,11000
HTP,1874.0,6353.02,8226.0,9319.05,C,6350
EVE,7723.0,11195.0,12264.38,12740.0,B,12250
HUT,3655.0,5689.06,6388.0,6741.3,C,5690
EVG,4223.0,6845.68,7625.0,8063.4,A,8060
HVT,21583.0,33578.61,37000.89,38782.25,B,37000
FCM,3394.0,4805.0,5204.58,5426.0,B,5200
ICG,2096.0,3925.84,4428.0,4710.0,C,3930
FCN,4169.0,7222.56,8194.0,8754.8,C,7220
IDC,19701.0,32303.84,35725.4,37803.6,C,32300
IDJ,15101.0,22891.42,25264.17,26338.2,C,22900
FDC,2397.0,5256.59,6177.0,6690.950000000001,B,6180
IDV,26561.0,38802.5,42035.55,43853.75,Not enough data,26550
FIR,19172.0,26328.2,28163.12,29159.2,A,29150
INC,2642.0,5064.82,5750.0,6137.0,B,5750
FIT,3210.0,5976.75,6815.0,7263.0,A,7260
INN,20370.0,26444.62,28230.0,29156.4,B,28250
FLC,4206.0,6456.82,7255.0,7748.150000000001,B,7260
ITQ,713.0,1973.0,2493.77,2819.9500000000003,B,2490
FMC,23157.0,33165.54,35713.62,37090.6,B,35700
FPT,55843.0,72557.0,76967.0,79047.0,A,79000
KDM,851.0,2119.93,2586.0,2845.0,A,2840
FRT,12024.0,21213.44,23988.64,25579.8,B,24000
KHS,6883.0,11025.0,12535.87,13364.25,B,12550
FTM,1360.0,2115.18,2392.54,2563.0,D,1360
KKC,2995.0,7760.0,9551.75,10557.25,A,10550
KLF,1141.0,2188.89,2517.67,2724.45,B,2520
KMT,3184.0,5305.0,5883.86,6179.1,B,5880
KSD,562.0,1290.6,1584.0,1751.0,B,1580
KSQ,1432.0,2618.0,3075.33,3357.0,A,3360
KST,15828.0,20546.3,21783.18,22395.1,A,22400
KTS,2050.0,5457.8,6833.0,7691.5,C,5460
KTT,890.0,2368.26,2926.7799999999997,3268.0,C,2370
KVC,818.0,1916.6100000000001,2296.83,2497.05,C,1920
L14,51497.0,75261.71,81794.83,85099.1,A,85100
L18,8203.0,16531.88,19783.64,21556.4,C,16550
L35,1490.0,2499.0,2789.0,2943.0,D,1490
L40,8878.0,16209.06,18485.2,19763.0,C,16200
L43,383.0,1176.0,1488.0,1668.0,C,1180
L61,1207.0,2511.8199999999997,2934.0,3167.0,C,2510
L62,2246.0,3292.0,3568.0,3716.3500000000004,C,3290
LAS,7456.0,11455.0,12762.75,13481.5,B,12750
LBE,7796.0,13725.02,15494.3,16430.1,C,13750
LCD,10969.0,13923.92,14631.04,15068.2,C,13900
LCS,769.0,1643.35,1921.0,2072.0,D,770
LDP,3502.0,6309.0,7166.389999999999,7619.0,C,6310
LHC,34747.0,50843.34,55912.7,58553.8,A,58600
LIG,3464.0,5825.45,6592.95,6987.5,C,5830
LM7,556.0,1554.6,1898.0,2096.0,D,560
LUT,777.0,1866.0,2237.2799999999997,2434.0,Not enough data,780
MAC,1932.0,3368.84,3799.0,4025.0,C,3370
MAS,11491.0,20866.45,23886.7,25416.0,C,20850
MBG,1314.0,3152.52,3811.0,4207.6,A,4210
MCC,5976.0,7822.0,8290.0,8527.0,B,8290
MCF,2995.0,4859.25,5457.0,5781.0,B,5460
MCO,395.0,1049.88,1315.0,1478.0,C,1050
MDC,1483.0,4173.23,5288.0,5931.0,C,4170
MED,9849.0,17818.1,19906.5,21053.0,C,17800
MEL,5524.0,9058.32,10028.16,10644.2,B,10050
MHL,404.0,1114.0,1405.33,1588.0,D,400
MIM,1717.0,3556.0,4094.0,4401.0,D,1720
MKV,16863.0,21864.81,23211.0,23833.0,C,21850
MST,7079.0,10261.84,11337.52,11918.6,C,10250
NAG,4405.0,6229.32,6730.98,6978.0,C,6230
NAP,2229.0,4641.0,5374.0,5758.0,A,5760
NBC,9509.0,14876.0,16657.12,17572.2,C,14900
NBP,4644.0,7582.64,8427.92,8874.0,A,8870
NBW,1261.0,4764.0,6220.6900000000005,7094.15,A,7090
NDN,8703.0,12906.0,13985.81,14629.0,A,14650
NDX,2984.0,4905.13,5393.13,5645.55,B,5390
NET,29342.0,37805.94,40514.52,41878.0,A,41900
NFC,6366.0,8889.88,9606.41,9939.05,A,9940
NHC,10040.0,16364.16,18007.86,18903.0,A,18900
NRC,7790.0,12897.06,14279.36,15167.0,B,14300
NSH,5190.0,8792.5,10192.0,10971.0,C,8790
NST,2224.0,3857.0,4351.17,4609.0,B,4350
NTH,18573.0,26662.33,28713.28,29826.9,A,29850
NTP,26381.0,36134.8,38581.0,39746.5,B,38600
OCH,1992.0,3550.32,4068.0,4359.0,C,3550
ONE,2765.0,4338.22,4759.22,5024.7,C,4340
PBP,2391.0,4866.71,5613.13,6016.0,B,5610
PCE,7973.0,12250.3,13650.92,14379.3,A,14400
PCG,971.0,3002.0,3765.0,4199.0,B,3760
PCT,1171.0,2706.19,3278.5699999999997,3627.0,A,3630
PDB,5780.0,9061.16,10015.0,10495.8,B,10000
PDC,614.0,1506.0,1850.0,2058.0,D,610
PEN,3118.0,4879.59,5483.77,5755.95,C,4880
GAB,166025.0,178220.12,181030.88,182510.4,B,181000
PGN,6737.0,10454.72,11472.29,12084.3,B,11450
GAS,60088.0,76781.76,82149.16,84942.6,A,84900
PGS,12418.0,18401.45,20076.36,20988.6,C,18400
GDT,29336.0,39813.68,42413.14,43991.8,A,44000
PGT,2436.0,4456.92,5269.19,5751.0,A,5750
GEG,9139.0,12712.91,13777.0,14331.0,C,12700
PHN,12564.0,19568.2,22126.45,23538.75,A,23550
GEX,9171.0,13924.15,15247.35,15924.75,C,13900
PHP,11190.0,17679.02,19549.16,20566.3,A,20550
GIL,27562.0,41592.6,45578.52,47667.6,A,47650
PIA,10933.0,16329.6,17819.4,18581.0,A,18600
PIC,3155.0,5362.47,6023.0,6369.0,A,6370
GMC,6191.0,10883.68,12697.0,13675.1,B,12700
PJC,5696.0,10724.04,12163.119999999999,12911.0,B,12150
GMD,25252.0,34891.41,37504.82,38792.35,B,37500
PLC,14623.0,23860.48,26356.0,27621.8,B,26350
GSP,6580.0,9807.42,10653.26,11137.0,B,10650
PMB,5267.0,8442.12,9502.68,9997.0,A,10000
GTA,6755.0,10418.0,11400.33,11931.0,B,11400
PMC,28549.0,40369.0,43469.479999999996,45065.4,A,45050
GTN,7467.0,10932.0,11831.41,12354.0,A,12350
PMP,4374.0,7156.21,7902.63,8289.0,C,7160
PMS,7777.0,12018.16,13497.81,14307.35,A,14300
GVR,15245.0,22724.54,25074.02,26331.1,A,26350
POT,5399.0,8475.0,9348.0,9797.85,D,5400
HAG,2154.0,3020.0,3302.0,3454.0,B,3300
PPE,1093.0,3019.02,3796.06,4284.0,A,4280
PPP,4672.0,7732.0,8615.97,9079.0,A,9080
HAH,16937.0,31565.86,36164.43,38612.25,A,38600
PPS,6017.0,8273.52,8880.64,9204.0,B,8880
HAI,845.0,1664.0,1952.0,2115.0,B,1950
PPY,2844.0,5633.0,6523.83,7003.0,A,7000
HAP,5221.0,7958.02,8941.0,9446.400000000001,B,8940
PRC,8654.0,12521.32,13603.48,14159.8,C,12500
PSC,7424.0,11493.0,12566.74,13236.0,C,11500
HAR,1516.0,2928.41,3381.0,3623.0,B,3380
PSD,12217.0,19389.08,21525.02,22583.4,A,22600
HAS,4676.0,7534.18,8305.27,8720.45,B,8310
PSE,4355.0,8017.41,9089.0,9703.0,A,9700
HAX,7948.0,12771.72,14084.44,14860.0,A,14850
PSW,4868.0,7754.54,8744.0,9305.0,A,9300
PTD,12383.0,15351.0,16091.03,16454.05,B,16100
HBC,3791.0,7111.0,8159.42,8716.0,C,7110
PTS,5278.0,7876.42,8734.78,9137.0,C,7880
HCD,1601.0,3677.34,4361.0,4745.0,B,4360
PV2,557.0,1366.37,1681.0,1872.0,B,1680
HDC,45492.0,63778.75,68588.25,71477.0,B,68600
PVB,5067.0,8729.53,9716.53,10241.55,C,8730
HDG,29229.0,41974.06,45576.42,47401.8,C,41950
PVC,4228.0,6767.26,7616.82,8043.0,C,6770
HHP,3786.0,6465.16,7404.48,7908.6,B,7400
PVG,7593.0,11174.36,12169.77,12687.6,B,12150
PVL,1491.0,3117.95,3652.0,3972.0,B,3650
HHS,1579.0,3066.0,3540.67,3789.0,A,3790
PVS,9747.0,15903.79,17796.67,18768.45,B,17800
HID,1463.0,2844.51,3290.0,3529.0,C,2840
HII,7893.0,11103.31,12122.31,12638.0,B,12100
HMC,13806.0,18810.65,20347.38,21118.0,A,21100
QHD,2568.0,8716.68,11160.44,12630.0,A,12650
HNG,2276.0,3773.0,4180.98,4405.0,D,2280
QST,8658.0,10862.0,11379.03,11690.05,C,10850
HOT,7497.0,13750.6,16156.0,17484.6,B,16150
QTC,6507.0,9968.35,10856.05,11307.75,C,9970
RCL,7479.0,10453.07,11234.07,11636.45,B,11250
HPG,24731.0,35976.68,39075.06,40784.0,A,40800
HPX,11777.0,18112.25,19860.75,20783.25,C,18100
S55,13308.0,20654.84,22983.52,24207.2,C,20650
S99,4794.0,8797.0,10043.0,10701.0,C,8800
HQC,561.0,1356.0,1624.0,1776.75,C,1360
SAF,19421.0,29771.07,33174.59,34928.65,A,34950
SCI,9023.0,16154.3,18334.78,19488.0,B,18350
HRC,5916.0,16208.87,20082.61,22271.0,C,16200
SD2,1851.0,3521.83,3992.0,4251.0,C,3520
HSG,21721.0,31522.4,34512.6,35821.0,A,35800
SD4,1231.0,2236.36,2553.0,2739.0,D,1230
HSL,1527.0,3277.44,3856.0,4169.0,B,3860
SD5,5232.0,7391.1,8071.6,8416.5,C,7390
HT1,11856.0,16350.16,17695.87,18300.0,B,17700
SD6,1534.0,2562.2200000000003,2883.0,3065.1000000000004,C,2560
HTI,9479.0,12956.2,13820.0,14349.0,B,13800
SD9,4080.0,5728.0,6304.55,6600.0,C,5730
HTL,6676.0,10566.51,11725.0,12377.55,B,11700
SDA,2198.0,5235.3,6304.65,6931.75,B,6300
HTN,17103.0,27253.28,29927.239999999998,31623.6,B,29950
SDC,2631.0,4893.26,5522.78,5877.0,C,4890
HTV,6736.0,9901.0,10677.98,11093.15,A,11100
HU1,3537.0,5620.0,6359.47,6759.45,B,6360
HU3,2801.0,4447.0,4868.0,5098.0,C,4450
HUB,10669.0,16766.25,18477.25,19360.0,A,19350
HVH,3416.0,5623.0,6236.42,6548.0,B,6240
HVN,11831.0,16823.7,18120.0,18846.0,C,16800
HVX,2406.0,4478.64,5091.96,5414.200000000001,B,5090
IBC,14484.0,16940.28,17579.0,17905.0,Not enough data,14500
ICT,9137.0,13694.380000000001,14955.0,15598.3,C,13700
IDI,1744.0,3159.42,3620.0,3888.0,B,3620
SDN,10395.0,19062.82,21593.23,22971.15,B,21600
IJC,10881.0,17002.55,18841.86,19853.55,B,18850
SDT,1956.0,3250.0,3668.04,3894.0,C,3250
ILB,15731.0,22282.81,24334.05,25402.4,C,22300
SDU,3618.0,5505.65,6125.0,6448.65,C,5510
IMP,40723.0,52919.3,55848.4,57609.0,A,57600
SEB,13534.0,23707.86,26498.0,28056.0,A,28050
ITA,1759.0,3341.0,3844.0,4111.0,B,3840
SED,12593.0,16482.3,17485.0,18014.3,C,16500
ITC,7975.0,11428.7,12428.0,12920.0,Not enough data,7980
SFN,6093.0,11356.22,12843.33,13635.650000000001,A,13650
ITD,10556.0,15129.18,16591.54,17380.7,C,15150
SGC,22560.0,39890.02,44505.05,47072.0,B,44500
JVC,1441.0,2669.0,3102.0,3341.0,Not enough data,1440
SGD,3083.0,5196.07,5817.0,6140.35,C,5200
KBC,10055.0,19192.32,22103.4,23657.4,B,22100
SGH,10972.0,18680.18,20979.06,22175.0,A,22200
KDC,39722.0,47243.5,49126.9,50021.5,B,49150
SHE,5729.0,8732.74,9578.0,10011.0,C,8730
KDH,25292.0,31568.8,33510.0,34636.0,A,34650
SHN,6309.0,10502.86,11645.16,12380.0,C,10500
KHG,2131.0,4823.2,5749.15,6266.25,A,6270
SIC,1457.0,4113.39,5122.0,5733.950000000001,C,4110
KHP,4028.0,5412.0,5753.16,5948.0,C,5410
SJ1,3964.0,7499.31,8595.93,9183.55,D,3960
KMR,1595.0,3083.9,3571.0,3857.0,B,3570
SJE,7918.0,11679.0,12608.0,13097.75,C,11700
KOS,13564.0,19469.14,21074.71,21891.85,B,21050
SLS,73201.0,106780.6,116171.26,120809.2,B,116200
KPF,3960.0,7093.0,8049.07,8551.0,B,8050
SMN,5798.0,8378.0,9035.0,9382.8,B,9040
KSB,11578.0,18968.0,21105.0,22241.0,B,21100
SMT,2720.0,6512.2,7883.84,8726.0,C,6510
SPI,1308.0,3260.14,3963.0,4394.35,A,4390
L10,3003.0,6890.72,8261.32,9015.6,C,6890
SRA,3274.0,5038.0,5537.0,5794.0,A,5790
SSM,1814.0,3400.0,3851.89,4087.0,B,3850
LAF,1597.0,4420.84,5543.78,6155.1,B,5540
STC,7126.0,10939.0,12161.0,12810.0,A,12800
LBM,30130.0,40028.28,43466.76,45551.4,A,45550
STP,2270.0,4091.0,4604.38,4870.15,B,4600
LCG,4334.0,7974.0,9174.0,9872.0,C,7970
SVN,923.0,2009.8000000000002,2354.8,2555.0,B,2350
LCM,916.0,1622.0,1831.7,1958.5,C,1620
SZB,19541.0,24198.05,25635.0,26356.05,A,26350
LDG,2868.0,4609.88,5060.0,5294.0,B,5060
TA9,6661.0,8874.0,9411.83,9725.0,C,8870
LEC,2162.0,4550.0,5393.0,5900.0,C,4550
TAR,10660.0,14851.0,16153.84,16827.2,B,16150
LGC,8977.0,19391.34,22944.67,24877.9,C,19400
LGL,1779.0,3088.0,3591.0,3858.0,C,3090
LHG,24469.0,35777.0,38871.42,40410.7,A,40400
LIX,33232.0,41262.4,43140.0,44196.0,B,43150
LM8,4520.0,6735.67,7374.0,7732.0,C,6740
LSS,2797.0,5653.99,6645.0,7235.0,B,6640
MCG,947.0,1808.0,2095.34,2262.0,C,1810
MCP,7426.0,12774.32,14153.16,14957.6,B,14150
MDG,4612.0,7525.0,8350.0,8767.6,C,7520
TC6,5724.0,9095.96,10246.94,10875.9,C,9100
MHC,2367.0,4536.01,5263.0599999999995,5694.0,A,5690
MSH,51420.0,63612.52,67577.64,69654.2,A,69700
MSN,70416.0,95020.95,102603.55,106378.5,B,102600
TDN,5784.0,9498.0,10604.66,11232.4,C,9500
MWG,42777.0,70338.76,78289.56,82439.4,A,82400
TDT,3052.0,6125.62,7018.0,7497.700000000001,D,3050
NAF,14756.0,20285.6,21660.0,22469.0,B,21650
TET,17180.0,20565.64,21366.0,21768.0,A,21750
NAV,3539.0,7050.54,8256.86,8974.0,A,8970
TFC,2847.0,4777.08,5321.08,5622.0,D,2850
NBB,13303.0,21497.53,23734.83,24997.35,B,23750
THB,4101.0,7309.04,8213.0,8752.0,A,8750
NCT,65102.0,74206.76,76368.98,77521.8,A,77500
THD,137843.0,167907.36000000002,180878.52,185475.5,A,185500
THS,8496.0,13531.0,15178.9,16173.5,A,16150
NHA,7236.0,14307.64,16608.92,17844.0,C,14300
THT,6240.0,10096.88,11229.32,11849.2,B,11250
NHH,10072.0,17603.48,19890.44,21092.0,C,17600
TIG,6380.0,9990.17,11045.17,11580.95,B,11050
NKG,22288.0,32254.1,34851.65,36450.75,A,36450
TJC,3566.0,6338.62,7288.24,7800.4,A,7800
NLG,26296.0,33779.15,36052.09,37072.15,B,36050
TKC,1267.0,3020.0,3638.0,4009.0,D,1270
NNC,11184.0,16043.0,17301.0,17977.0,A,18000
