Ticker,0% at Risk,1% at Risk,3% at Risk,5% at Risk,Groupp,Breakeven Price
BWE,21582.0,29379.11,31356.21,32521.0,C,29400
C32,15941.0,22005.0,23429.0,24208.0,B,23450
CTC,839.0,2126.0,2605.0,2872.0,C,2130
C47,5269.0,7756.0,8387.0,8785.0,C,7760
CTP,1646.0,2868.26,3273.7799999999997,3505.0,B,3270
CAV,31150.0,40603.4,42936.0,44241.5,B,42950
CTT,4834.0,7117.0,7820.0599999999995,8183.1,C,7120
CCI,7271.0,11405.07,12700.21,13424.35,A,13400
CTX,2150.0,3766.0,4253.139999999999,4510.0,C,3770
CVN,3431.0,4984.42,5467.0,5734.05,A,5730
CX8,2819.0,4074.13,4430.0,4619.0,C,4070
CCL,2863.0,6270.75,7436.25,8052.5,B,7440
D11,11860.0,17786.06,19765.0,20858.8,Not enough data,11850
CDC,4318.0,7139.0,7937.98,8364.0,C,7140
DAD,7895.0,12746.76,14062.57,14850.95,A,14850
CEE,2617.0,5307.41,6151.0,6648.0,C,5310
DAE,9099.0,14180.900000000001,15838.09,16652.15,A,16650
CHP,13220.0,16066.1,16762.0,17105.0,C,16050
CIG,1983.0,3698.0,4182.24,4473.0,D,1980
DC2,4237.0,7467.0,8428.0,8996.15,C,7470
CII,8466.0,11875.0,12827.119999999999,13362.2,C,11900
DDG,21297.0,24428.28,25240.0,25625.6,C,24450
DHP,7068.0,9315.24,9860.72,10187.6,A,10200
CKG,10524.0,15900.38,17213.57,18012.95,C,15900
DHT,31899.0,37460.37,38761.0,39421.85,B,38750
CLC,16753.0,23391.86,25139.0,25986.15,A,26000
DIH,3915.0,10579.6,13145.0,14703.0,C,10600
CLL,16549.0,22543.6,24179.0,25017.2,A,25000
DL1,1124.0,2825.33,3486.0,3892.0,B,3490
CLW,10214.0,16683.65,18408.0,19309.3,A,19300
DNC,10881.0,23900.3,27923.29,30057.45,A,30050
CMG,29999.0,40901.0,43794.5,45337.5,B,43800
DNM,9661.0,16710.0,18786.73,19894.55,C,16700
CMV,3052.0,5794.38,6660.139999999999,7119.0,A,7120
DNP,7147.0,11323.0,12514.14,13130.3,C,11300
CMX,5038.0,7496.58,8226.0,8617.0,B,8230
CNG,19005.0,25268.52,27154.89,28064.3,A,28050
DP3,53803.0,73237.12,79459.88,82734.8,A,82700
COM,6836.0,14591.58,17489.48,19140.9,A,19150
DPC,2921.0,6722.0,8215.33,9072.0,A,9070
CRC,2218.0,4565.68,5291.0,5694.0,D,2220
DS3,2720.0,4194.15,4682.45,4936.0,A,4940
CRE,6926.0,12814.26,14637.78,15616.3,A,15600
DST,1143.0,2418.0,2815.94,3039.0,B,2820
CSM,8326.0,11575.0,12505.69,12966.0,C,11600
DTD,14193.0,22972.99,25367.22,26608.4,A,26600
CSV,19782.0,28279.73,30999.11,32408.55,A,32400
DTK,3450.0,6372.08,7232.0,7780.0,Not enough data,3450
CTD,32844.0,44803.34,48016.06,49828.0,A,49850
DVG,2539.0,5498.33,6492.99,7047.65,B,6490
CTF,12123.0,15015.0,15722.0,16082.0,B,15700
DXP,7223.0,11555.08,12726.0,13426.0,A,13450
CTI,7135.0,10268.46,11155.0,11648.3,C,10250
DZM,2486.0,4233.0,4844.0,5129.0,D,2490
CVT,15169.0,22519.98,24817.62,25939.0,B,24800
EBS,4753.0,6566.45,7036.35,7289.25,B,7040
D2D,21574.0,33294.11,36548.22,38239.0,A,38250
ECI,27534.0,35658.76,37605.12,38758.6,A,38750
DAG,2520.0,3800.0,4117.0,4289.0,D,2520
EID,12166.0,16478.04,17633.15,18229.0,A,18250
DAH,2185.0,4263.18,4883.27,5228.45,C,4260
FID,1156.0,2555.64,2966.84,3240.0,A,3240
DAT,4794.0,9155.54,10886.54,11844.0,B,10900
GDW,4316.0,9398.76,11129.38,12064.0,A,12050
DBC,22526.0,34142.79,37099.29,38678.15,B,37100
GIC,8955.0,12869.3,14213.3,14947.5,A,14950
DBD,27674.0,34636.0,36390.02,37354.55,A,37350
GKM,15180.0,21378.38,23114.14,23934.15,B,23100
DBT,6378.0,9632.54,10612.0,11193.0,C,9630
GLT,8405.0,16177.1,18378.73,19577.55,A,19600
DC4,7038.0,10426.03,11344.03,11823.0,B,11350
GMA,29210.0,41177.4,44224.22,46053.9,B,44200
DCL,14967.0,21863.04,23942.24,25033.4,C,21850
GMX,6975.0,11733.51,13021.51,13727.0,B,13000
DCM,8276.0,14894.84,16851.36,17976.0,A,18000
HAD,7372.0,10612.07,11402.07,11825.35,A,11850
DGC,81394.0,108983.9,118621.14,122590.7,A,122600
HAT,8427.0,12104.5,13079.0,13625.75,B,13100
DGW,20310.0,43765.35,51086.65,55915.25,A,55900
HCC,6034.0,8064.9,8613.0,8881.0,B,8610
DHA,27345.0,36110.0,38287.64,39501.4,A,39500
HCT,4274.0,6910.92,7882.46,8431.0,A,8430
DHC,45467.0,62603.72,67162.02,69588.0,A,69600
HDA,14561.0,19096.9,20249.92,20914.45,B,20250
DHG,58724.0,73131.56,76670.0,78457.2,A,78500
DHM,7821.0,9681.0,10146.0,10399.95,B,10150
HEV,727.0,2882.2599999999998,3868.0,4445.1,B,3870
DIG,14023.0,22092.5,24219.5,25581.5,C,22100
HGM,14079.0,20811.0,22446.0,23325.8,A,23350
DLG,1111.0,2631.5,3151.25,3440.75,D,1110
HHC,14575.0,28802.85,33363.55,35789.5,D,14600
DMC,32617.0,43054.26,45731.78,47070.65,A,47050
HHG,878.0,1882.16,2207.0,2378.0,C,1880
DPG,21439.0,35891.07,39983.77,42506.1,B,40000
HJS,12100.0,18995.4,20841.2,21780.0,A,21800
DPM,13256.0,21339.0,24220.58,25769.0,A,25750
HKT,1539.0,2862.0,3210.1,3419.0,B,3210
DPR,40635.0,53333.58,56632.86,58367.55,A,58400
HLC,2318.0,4931.34,5945.0,6511.700000000001,D,2320
DQC,10462.0,14941.0,16089.0,16791.15,C,14950
HLD,21236.0,28856.16,31218.56,32317.8,B,31200
DRC,14056.0,20555.8,22271.9,23211.0,A,23200
HMH,6755.0,10000.88,10834.0,11352.0,A,11350
HOM,3271.0,5232.0,5916.87,6254.9,C,5230
DRH,5764.0,10049.95,11262.0,11902.0,C,10050
HPM,5676.0,7264.35,7655.049999999999,7856.0,B,7660
DRL,41638.0,49143.0,51345.96,52463.0,A,52500
HTC,13043.0,18827.0,20396.64,21193.0,A,21200
DSN,30666.0,36077.46,37693.38,38497.3,A,38500
DTA,9592.0,13381.03,14441.08,15160.15,C,13400
HTP,1899.0,6414.79,8305.79,9406.65,C,6410
DTL,19400.0,26518.27,28342.09,29328.05,C,26500
HUT,3773.0,5835.6,6510.76,6909.6,C,5840
DTT,8324.0,10299.0,10863.0,11154.0,B,10850
HVT,20257.0,31912.74,35095.91,36815.0,B,35100
DVP,29512.0,39597.64,42086.44,43483.4,A,43500
ICG,3260.0,6001.4400000000005,6790.48,7228.0,C,6000
DXG,7654.0,12232.72,13492.16,14151.0,A,14150
IDC,21182.0,35088.64,38865.92,41064.2,C,35100
DXS,6728.0,12883.0,14845.0,15895.0,A,15900
IDJ,17843.0,26844.34,29514.52,30918.8,C,26850
DXV,961.0,1894.82,2241.0,2432.0,B,2240
IDV,26053.0,38165.36,41384.18,43145.6,Not enough data,26050
E1VFVN30,16291.0,20104.24,21049.0,21518.6,Not enough data,16300
INC,2426.0,4677.6,5313.0,5672.0,B,5310
INN,21280.0,27859.04,29780.56,30764.6,B,29800
ELC,14134.0,19915.8,21429.0,22402.0,B,21450
ITQ,859.0,2315.16,2901.48,3294.8,B,2900
EMC,7248.0,11023.0,11943.0,12441.0,C,11000
EVE,7559.0,10952.28,11997.0,12461.6,B,12000
KDM,853.0,2111.0,2572.0,2828.0,A,2830
EVG,4435.0,7179.09,7988.8099999999995,8433.9,A,8430
KHS,7621.0,12440.85,14150.1,15098.25,B,14150
FCM,3546.0,5013.0,5432.0,5666.0,B,5430
FCN,4098.0,6998.360000000001,7909.4400000000005,8474.4,C,7000
KKC,2021.0,6303.08,7956.24,8928.8,A,8930
FDC,2438.0,5316.0,6246.42,6764.700000000001,B,6250
KLF,473.0,1210.87,1514.0,1692.0,B,1510
FIR,19009.0,26146.97,27979.0,28953.85,A,28950
KMT,3269.0,5508.42,6121.26,6430.0,B,6120
FIT,3292.0,6192.0,7071.1900000000005,7522.0,A,7520
KSD,588.0,1361.6,1665.0,1840.0,B,1660
FLC,3869.0,6009.85,6773.0,7226.0,B,6770
KSF,3219.0,11902.0,15939.0,18530.0,Not enough data,3220
FMC,23161.0,33117.1,35647.58,37009.1,B,35650
FPT,54804.0,71380.9,75629.0,77746.9,A,77700
KSQ,1452.0,2935.0,3367.42,3686.7,A,3690
KST,16720.0,21695.99,22955.0,23598.55,A,23600
FRT,11803.0,20780.29,23511.61,25079.0,B,23500
FTM,1589.0,2450.0,2791.0699999999997,2982.9,D,1590
KTS,2849.0,8092.0,10104.64,11245.85,C,8090
FUCTVGF2,4452.0,7018.08,7673.0,8025.0,Not enough data,4450
KTT,889.0,2350.0,2898.0,3235.0,C,2350
FUCVREIT,1970.0,3864.7,4520.1,4899.0,Not enough data,1970
KVC,951.0,2205.0,2635.37,2863.0,C,2200
FUEMAV30,10391.0,13198.76,13920.0,14295.8,Not enough data,10400
L14,55915.0,81632.09,89179.45,92584.0,A,92600
FUESSV30,9393.0,13288.34,14273.01,14781.35,Not enough data,9390
L18,7553.0,15599.78,18653.62,20356.0,C,15600
FUESSV50,14547.0,17541.79,18318.79,18677.3,Not enough data,14550
L35,1552.0,2605.11,2911.0,3073.0,D,1550
FUESSVFL,11151.0,14714.85,15649.0,16090.25,Not enough data,11150
L40,8978.0,16314.6,18590.08,19861.6,C,16300
FUEVFVND,18036.0,21903.0,22910.64,23391.8,Not enough data,18050
FUEVN100,12053.0,14775.28,15462.56,15820.0,Not enough data,12050
L43,420.0,1306.48,1651.0,1855.0,C,1310
GAB,178451.0,186227.18,187834.77,188782.0,B,187800
L61,1177.0,2643.0,3085.3199999999997,3344.0,C,2640
GAS,59003.0,79801.58,85202.21,88181.9,A,88200
L62,2295.0,3362.62,3645.0,3796.0,C,3360
GDT,29494.0,39920.1,42509.92,44057.2,A,44050
LAS,7339.0,11313.14,12642.14,13357.0,B,12650
GEG,9381.0,12982.0,14064.39,14629.0,C,13000
LBE,7816.0,13747.89,15515.34,16454.0,C,13750
GEX,9272.0,13980.0,15274.0,15954.35,C,14000
LCD,12092.0,15917.76,16850.87,17443.4,C,15900
GIL,27455.0,41541.32,45556.16,47712.2,A,47700
LCS,1075.0,2242.14,2610.0,2817.0,D,1080
GMC,6127.0,10857.13,12637.779999999999,13617.0,B,12650
LDP,3445.0,6204.52,7050.78,7494.0,C,6200
GMD,24871.0,34430.68,36972.4,38246.8,B,36950
LHC,35718.0,52077.95,57289.97,59933.6,A,59900
GSP,6318.0,9454.0,10287.9,10761.5,B,10300
LIG,4778.0,7725.1900000000005,8755.06,9271.0,C,7730
GTA,6144.0,9620.5,10540.0,11024.5,B,10550
LM7,551.0,1535.69,1878.07,2074.0,D,550
GTN,7264.0,10627.4,11496.0,12003.0,A,12000
LUT,854.0,2052.15,2455.45,2689.0,Not enough data,850
MAC,2357.0,4117.34,4638.02,4913.7,C,4120
GVR,14763.0,21941.24,24308.84,25477.8,A,25500
MAS,10132.0,19497.94,22287.0,23723.0,C,19500
HAG,2095.0,2934.54,3207.0,3353.35,B,3210
MBG,1536.0,3691.0,4467.0,4932.65,A,4930
MCC,5981.0,7827.88,8295.0,8533.0,B,8300
HAH,16315.0,30384.44,34807.16,37160.3,A,37150
MCF,2928.0,4743.92,5331.0,5645.0,B,5330
HAI,861.0,1685.21,1978.0,2140.0,B,1980
MCO,1708.0,2797.47,3224.41,3464.3500000000004,C,2800
HAP,5441.0,8048.37,9087.37,9609.0,B,9090
MDC,1424.0,3822.05,4843.0,5416.25,C,3820
MED,9510.0,17243.7,19263.22,20359.7,C,17250
HAR,1847.0,3247.94,3777.8199999999997,4064.0,B,3780
MEL,6870.0,11194.08,12410.59,13148.65,B,12400
HAS,4733.0,7445.0,8183.57,8576.85,B,8180
MHL,427.0,1148.67,1436.0,1628.3500000000004,D,430
HAX,7930.0,12729.28,14025.92,14800.05,A,14800
MIM,1784.0,3699.0,4258.8,4580.0,D,1780
MKV,17026.0,21963.06,23255.02,23878.1,C,21950
HBC,3645.0,6835.0,7844.13,8379.0,C,6840
MST,6944.0,10063.64,11056.8,11643.4,C,10050
HCD,2006.0,4497.27,5342.8099999999995,5801.0,B,5340
MVB,2104.0,6945.18,8839.16,9917.9,Not enough data,2100
HDC,45621.0,64079.56,68767.84,71800.8,B,68800
NAG,4340.0,6152.82,6641.46,6889.0,C,6150
HDG,30070.0,43135.02,46822.979999999996,48704.0,C,43150
NAP,2401.0,4991.19,5776.139999999999,6182.950000000001,A,6180
HHP,3536.0,6110.1900000000005,6993.0,7471.65,B,6990
NBC,8010.0,12661.22,14235.1,15152.85,C,12650
NBP,4777.0,7823.2,8690.0,9144.0,A,9140
HHS,1620.0,3184.0,3680.0,3940.0,A,3940
NBW,4505.0,9887.96,11572.72,12472.2,A,12450
HID,1692.0,3295.0,3813.0,4088.0,C,3300
NDN,8360.0,12412.0,13469.0,14081.4,A,14100
HII,7748.0,10882.06,11875.18,12382.65,B,11900
NDX,3118.0,5080.87,5589.61,5848.0,B,5590
HMC,14629.0,19554.0,21067.5,21886.75,A,21900
NET,29217.0,37655.0,40317.0,41673.3,A,41650
HNG,2219.0,3623.0,4009.0,4223.0,D,2220
NFC,7193.0,10175.81,10990.43,11415.2,A,11400
NHC,10730.0,17871.58,19742.37,20736.0,A,20750
HOT,7580.0,13761.31,16199.31,17528.7,B,16200
NRC,7120.0,11838.44,13148.32,13939.2,B,13150
HPG,24754.0,36080.65,39102.57,40841.3,A,40850
HPX,11654.0,17936.57,19673.71,20584.85,C,17950
NSH,4918.0,8365.94,9720.78,10475.9,C,8370
NST,2341.0,3994.9500000000003,4492.95,4753.0,B,4490
HQC,612.0,1479.0,1773.0,1939.0,C,1480
NTH,18517.0,26585.33,28634.44,29734.85,A,29750
NTP,25602.0,35370.21,37789.27,38999.3,B,37800
HRC,5655.0,16222.8,20082.16,22333.0,C,16200
HSG,22145.0,32060.84,34716.12,36271.0,A,36250
OCH,1991.0,3543.0,4028.6499999999996,4310.0,C,3540
HSL,1515.0,3267.67,3848.0,4163.0,B,3850
ONE,2868.0,4477.72,4920.32,5192.0,C,4480
HT1,11442.0,15838.32,17149.29,17753.15,B,17150
PBP,2071.0,4261.0,4912.0,5271.0,B,4910
HTI,9239.0,12632.28,13479.0,13993.0,B,13500
PCE,10538.0,16114.12,17961.72,18943.2,A,18950
HTL,6780.0,10585.9,11715.7,12373.25,B,11700
PCG,867.0,2686.52,3376.0,3765.0,B,3380
HTN,21580.0,33896.04,37272.48,39316.8,B,37250
PCT,1233.0,2755.15,3310.2999999999997,3670.0,A,3670
HTV,6686.0,9833.78,10607.17,11021.0,A,11000
PDB,7014.0,11220.46,12312.21,12930.3,B,12300
HU1,3470.0,5570.05,6304.0,6709.05,B,6300
PDC,653.0,1601.0,1962.0,2181.0,D,650
HU3,2689.0,4322.0,4741.0,4970.0,C,4320
PEN,3208.0,5006.4,5622.599999999999,5904.0,C,5010
HUB,10396.0,16318.0,17979.0,18836.0,A,18850
PGN,6527.0,10171.2,11138.0,11748.5,B,11150
PGS,11566.0,17286.32,18813.8,19733.0,C,17300
HVH,3552.0,5866.6900000000005,6496.0,6811.15,B,6500
HVN,11687.0,16601.62,17878.43,18591.1,C,16600
PGT,2402.0,4281.84,5028.52,5506.2,A,5510
HVX,2319.0,4303.63,4884.89,5213.0,B,4880
PHN,11242.0,19740.3,22319.0,23706.3,A,23700
IBC,14429.0,16866.79,17501.37,17825.0,Not enough data,14450
PHP,11183.0,17627.49,19495.62,20500.9,A,20500
ICT,8818.0,13233.53,14450.0,15071.65,C,13250
PIA,11002.0,16418.03,17910.09,18675.15,A,18700
IDI,1810.0,3212.06,3657.18,3937.0,B,3660
PIC,3864.0,6342.16,7055.0,7426.0,A,7430
IJC,11398.0,17477.63,19503.31,20561.7,B,19500
PJC,5952.0,10983.72,12399.79,13137.0,B,12400
ILB,15264.0,21654.6,23629.4,24677.0,C,21650
PLC,14065.0,23036.32,25469.88,26744.6,B,25450
IMP,42242.0,54643.6,57707.09,59479.3,A,59500
PMB,6382.0,9970.85,11163.0,11732.25,A,11750
ITA,1770.0,3358.01,3864.0,4132.0,B,3860
PMC,28955.0,41006.05,44158.69,45774.05,A,45750
ITC,8259.0,11896.98,12926.880000000001,13455.9,Not enough data,8260
PMP,5761.0,8234.4,9130.0,9598.0,C,8230
PMS,7663.0,11655.49,13161.82,13939.0,A,13950
ITD,11353.0,16250.46,17791.0,18673.95,C,16250
POT,5555.0,9184.0,10126.66,10638.0,D,5560
JVC,1533.0,2834.07,3287.0,3536.0,Not enough data,1530
PPE,1117.0,3093.24,3868.7200000000003,4355.200000000001,A,4360
KBC,9506.0,18123.6,20870.6,22335.0,B,20850
PPP,4550.0,7477.72,8321.08,8764.0,A,8760
KDC,39850.0,47337.56,49215.62,50086.85,B,49200
PPS,6185.0,8443.57,9046.0,9365.55,B,9050
KDH,25734.0,31999.54,33960.08,35077.95,A,35100
PPY,4319.0,8273.0,9528.66,10195.0,A,10200
KHG,2143.0,4772.58,5665.0,6156.3,A,6160
PRC,8666.0,12528.42,13609.13,14165.65,C,12550
KHP,4043.0,5428.46,5766.0,5962.3,C,5430
PSC,7348.0,11380.54,12443.0,13090.85,C,11400
KMR,1502.0,3049.53,3558.0,3832.0,B,3560
PSD,12391.0,19691.26,21842.239999999998,22971.6,A,22950
KOS,13723.0,19684.0,21305.0,22126.75,B,21300
PSE,5575.0,10352.58,11788.58,12528.3,A,12550
KPF,3860.0,6910.31,7843.0,8332.55,B,7840
PSW,6146.0,9853.0,11135.0,11791.0,A,11800
KSB,11662.0,19156.31,21311.31,22451.0,B,21300
PTD,12396.0,15353.57,16094.42,16456.85,B,16100
PTS,5040.0,7512.52,8318.0,8702.8,C,7510
L10,3729.0,8394.49,10021.47,10910.45,C,8390
LAF,1659.0,4667.4,5840.2,6490.0,B,5840
PV2,712.0,1721.91,2103.0,2354.55,B,2100
PVB,5400.0,9133.12,10134.18,10676.6,C,9130
LBM,30286.0,40424.64,43833.0,45814.6,A,45800
PVC,4100.0,6581.86,7412.16,7827.0,C,6580
LCG,5267.0,8703.98,9643.0,10159.0,C,8700
PVG,7006.0,10372.16,11310.0,11818.0,B,11300
LCM,1140.0,1957.0,2220.2,2367.0,C,1960
PVL,1924.0,3862.19,4532.0,4928.0,B,4530
LDG,3071.0,4915.0,5395.0,5647.0,B,5400
PVS,9680.0,15910.0,17805.5,18752.0,B,17800
LEC,2224.0,4557.88,5371.0,5889.0,C,4560
LGC,9839.0,20988.86,24763.149999999998,26817.05,C,21000
LGL,1880.0,3281.9700000000003,3807.0,4094.0,C,3280
QHD,2440.0,8450.16,10863.96,12304.400000000001,A,12300
LHG,24185.0,35499.23,38573.8,40052.0,A,40050
QST,8666.0,10864.42,11380.52,11694.1,C,10850
LIX,33527.0,41580.88,43467.91,44511.85,B,43450
QTC,6349.0,9738.07,10612.42,11059.0,C,9740
LM8,4451.0,6533.6,7130.0,7489.0,C,6530
RCL,7178.0,10064.0,10820.0,11208.05,B,10800
S55,14051.0,21457.0,23800.0,25024.55,C,21450
LSS,2730.0,5405.35,6326.0,6907.25,B,6330
S99,5341.0,9657.4,10965.6,11669.0,C,9660
MCG,1256.0,2395.0,2765.0,2981.0,C,2400
SAF,19455.0,29812.6,33204.6,34957.0,A,34950
MCP,7579.0,12911.0,14301.0,15105.0,B,14300
SCI,9812.0,17517.53,19875.59,21114.0,B,19900
MDG,4702.0,7273.65,8036.0,8482.0,C,7270
SD2,2052.0,3780.49,4266.47,4533.450000000001,C,3780
MHC,2578.0,4834.56,5580.34,6049.9,A,6050
MSH,52608.0,64825.0,68501.7,70536.0,A,70500
SD4,1355.0,2431.0,2773.0,2974.1,D,1360
MSN,70572.0,95565.05,103100.45999999999,106866.9,B,103100
SD5,5592.0,7849.79,8558.0,8922.95,C,7850
MWG,41392.0,68027.25,75712.0,79737.5,A,79700
SD6,1670.0,2744.09,3083.0,3270.45,C,2740
NAF,13995.0,19351.9,20718.8,21484.0,B,20700
SD9,4673.0,6520.81,7156.0,7494.05,C,6520
NAV,3465.0,6802.06,7942.59,8664.0,A,8660
SDA,2973.0,7063.0,8521.97,9372.0,B,8520
NBB,13923.0,22596.79,24987.0,26294.0,B,25000
SDC,2630.0,4943.7,5595.0,5961.0,C,4940
NCT,65140.0,74259.52,76446.64,77608.0,A,77600
SDG,4904.0,11877.12,14408.36,15812.6,Not enough data,4900
SDN,11894.0,21470.01,24289.32,25910.3,B,24300
NHA,7482.0,14692.02,17028.06,18280.0,C,14700
SDT,2346.0,3865.0,4365.72,4606.0,C,3860
NHH,10230.0,17871.0,20189.29,21408.3,C,17850
NKG,25453.0,36652.06,39476.24,41222.2,A,41200
SDU,3225.0,4888.0,5449.0,5741.0,C,4890
NLG,27958.0,36637.8,38932.1,40095.5,B,38950
SEB,17185.0,30238.16,33949.24,36010.7,A,36000
SED,11932.0,15730.0,16676.22,17234.7,C,15750
NNC,11301.0,16198.88,17466.0,18145.4,A,18150
NSC,45373.0,58579.62,61890.43,63547.35,B,61900
SFN,5997.0,11086.95,12511.0,13281.25,A,13300
NT2,12359.0,16111.0,17071.0,17556.0,A,17550
SGC,22293.0,39371.96,43920.0,46438.0,B,43900
NTL,17867.0,25693.32,27921.92,28969.0,A,28950
SGD,3093.0,5203.0,5823.6900000000005,6148.0,C,5200
NVL,46610.0,66387.64,71436.84,74495.1,B,71400
SGH,12200.0,20578.31,23004.79,24286.65,A,24300
SHE,5585.0,8520.81,9345.43,9770.0,C,8520
NVT,1538.0,3378.0,4010.0,4355.25,D,1540
SHN,6102.0,10169.37,11301.0,12012.7,C,10150
OGC,2021.0,3327.1,3702.0,3900.0,B,3700
SIC,3099.0,6660.4400000000005,7722.0,8330.05,C,6660
SJ1,3601.0,6900.6,7941.0,8489.0,D,3600
