Ticker,Group,Breakeven Price,Proposed Price
NHH,C,10200,17908.84,20259.26,21497.1,17900
DTD,B,12500,19958.84,22147.52,23249.6,22150
VHM,A,54900,74860.4,79750.6,82465.0,82500
PV2,B,910,1645.0,1867.0,1989.0,1870
NKG,B,19000,27319.88,29596.46,30969.4,29600
PVB,C,4160,7166.0,7944.0,8400.95,7170
NLG,B,23150,31058.73,33152.19,34204.1,33150
PVC,C,3310,5333.68,6001.13,6306.0,5330
NNC,A,11000,15591.85,16768.0,17410.0,17400
PCE,A,5650,9032.7,10161.0,10686.0,10700
NVL,B,47400,67534.15,72656.95,75758.25,72700
PSW,A,3430,5258.86,5930.79,6279.0,6280
PSH,C,6440,9315.0,10254.0,10761.0,9320
PVG,B,4240,6051.56,6521.0,6786.0,6520
NT2,A,12000,15245.54,16036.619999999999,16477.0,16500
PVL,C,690,1523.23,1802.69,1955.0,1520
NTL,A,15800,22676.72,24583.0,25507.6,25500
PPY,A,2380,4638.08,5342.24,5729.0,5730
NVT,C,2970,4678.6,5257.9,5574.5,4680
PVS,A,8520,14022.300000000001,15629.0,16481.1,16500
OGC,D,1920,3127.0,3496.7,3707.5,1920
QBS,C,520,1053.0,1245.0,1360.0,1050
OPC,B,25150,34601.14,37675.14,39273.0,37700
QHD,A,2450,8315.1,10648.05,12049.0,12050
PAC,C,20350,27463.96,29209.0,30261.0,27450
QST,Not enough data,8680,10875.0,11405.0,11718.45,Not enough data
PC1,C,15350,22111.7,23873.0,24925.3,22100
QTC,C,4920,8215.56,9054.0,9498.0,8220
PDN,A,41550,60211.14,64845.08,67342.0,67300
RCL,C,6640,9516.14,10281.0,10671.0,9520
PDR,B,43900,58063.88,62356.88,64486.8,62400
DS3,A,2010,3118.0,3481.1,3679.75,3680
PET,A,5890,11003.18,12698.08,13697.9,13700
S55,D,13050,20641.08,23047.72,24215.0,13050
PLX,B,25400,33975.56,35969.0,37030.8,35950
S74,B,1240,2553.12,2966.0,3235.0,2970
PGC,C,10050,13779.88,14803.0,15327.2,13800
S99,C,4670,8614.08,9826.0,10478.0,8610
PGD,A,12200,17758.0,19266.0,20037.0,20050
SAF,A,13850,25497.9,28783.94,30519.800000000003,30500
SCI,B,8840,16032.96,18269.88,19445.0,18250
PLP,B,2080,4633.0,5448.5,5888.0,5450
PHC,C,9960,14497.21,15693.52,16286.0,14500
SD2,C,1490,2841.2200000000003,3274.0,3503.0,2840
PHR,A,24700,35199.8,37631.0,38945.0,38950
SD4,Not enough data,590,1384.0,1686.0,1870.0,Not enough data
PIT,C,1040,2180.0,2564.0,2770.0,2180
SD5,C,4850,6840.52,7474.0,7773.65,6840
PJT,C,5060,7293.0,7890.0,8199.25,7290
SD6,C,1300,2188.0,2456.5,2619.0,2190
PMG,C,5180,8641.78,9556.17,10042.0,8640
SD9,C,3210,4664.0,5079.0,5314.0,4660
PME,A,45300,58850.76,61963.0,63576.6,63600
SDA,C,620,1471.0,1792.0,1988.0,1470
PNC,C,3370,5256.0,5789.0,6063.0,5260
SDC,C,2250,3911.0,4397.0,4654.0,3910
PNJ,A,46200,61827.38,65732.42,67663.8,67700
SDG,B,3900,10428.92,12919.97,14322.0,12900
POM,D,4170,7511.0,8492.0,9064.0,4170
SDN,B,10750,19716.48,22216.4,23622.8,22200
PPC,A,11950,16518.72,17614.0,18179.6,18200
SDT,C,1780,2924.04,3284.0,3472.2,2920
PTB,B,56600,72635.6,76870.0,78852.2,76900
SDU,C,3160,4919.0,5478.0,5767.0,4920
PTC,A,1410,3370.81,4035.43,4396.0,4400
SEB,A,11200,19447.08,21747.0,22991.7,23000
PTL,C,1260,2681.6,3162.8,3424.0,2680
SED,C,11650,14494.97,15349.82,15815.0,14500
SFN,A,4750,9439.0,10849.0,11565.05,11550
DAT,B,4720,10863.0,13036.94,14190.8,13050
SGC,B,23650,40981.77,45691.63,48241.7,45700
PVD,C,7100,10869.0,11866.16,12491.0,10850
SGD,Not enough data,3050,5088.86,5688.0,5997.0,Not enough data
POW,C,5360,7524.0,8120.92,8444.2,7520
SGH,A,9960,16667.66,18658.97,19696.0,19700
PVT,A,10100,14888.29,16219.74,16940.8,16950
NSH,D,3210,5535.77,6391.31,6889.85,3210
PXI,C,610,1192.0,1390.0,1507.0,1190
SHN,C,4600,7821.59,8746.0,9276.0,7820
SIC,C,1690,4697.39,5844.389999999999,6534.0,4700
PXS,D,1280,2430.0,2798.0,2993.4,1280
SJ1,D,3940,7456.52,8545.0,9131.0,3940
PXT,D,420,832.0,998.0,1092.0,420
SJC,D,610,946.0,1041.0,1090.0,610
QCG,C,1580,2883.0,3286.0,3499.0,2880
SJE,C,9050,12301.4,13312.0,13832.0,12300
RAL,B,84200,117813.55,126199.63,131418.25,126200
SLS,B,67500,99000.95,107680.75,112201.25,107700
RDP,D,5340,7970.74,8757.22,9164.0,5340
SMT,C,3210,6847.2,8251.0,9052.0,6850
REE,A,35600,46545.0,49349.04,50854.25,50900
SMN,C,5420,7608.0,8156.64,8439.0,7610
RIC,C,4980,9677.76,11182.48,11997.8,9680
SHE,C,6010,8982.0,9771.59,10213.0,8980
SGN,A,41000,49816.4,51966.2,53049.0,53000
